id,wav,duration,chunks,infer_ms,gt,npu,blank_ratio,gt_len,npu_len,edit_dist,cer
21,ko_test_0021.wav,11.13,5,1167.0,국회에서 청문보고서가 채택되지 않아도 대통령이 임명 권한을 갖고 경찰청장 임명을 강행할 수 있다,국회에서 청문 보고서가  채택되지 않아도 대통령이 임명 권한을 갖고 경찰청장 임명을 강행할 수 있다 음,83.8,41,42,1,2.44
22,ko_test_0022.wav,6.95,3,701.7,아울러 미약하게나마 제가 할 수 있는 일을 찾아 실천하겠습니다,아울러 미약하게나마 제가 할 수 있는 일을 찾아 실천하 니다,88.6,26,24,2,7.69
23,ko_test_0023.wav,10.66,5,1167.2,아바의 엄마 크리스티나는 아이가 치료에 대한 두려움이 확 줄었다 면서 동병상련을 느끼는지 서로가 서로를 의지한다고 밝혔다,아바의 엄마 크리스타는 아이가 치료에 대한 두려움이 확 줄었다 그러면서 동병상련을 느끼는지 서로가 서 서로를 의지한다고 밝혔다 에,78.7,52,55,6,11.54
24,ko_test_0024.wav,9.18,4,933.3,이미 알려진 대로 미군은 한반도에 세 개 사드 포대 기지 배치가 필요하다는 입장이다,이미 알려진 대로 미군은 한반도에 세계 사드포대 기지지 배치가 필요하다는 입장이다 음,85.3,34,36,3,8.82
25,ko_test_0025.wav,10.09,4,931.9,랜덤 채팅앱이란 불특정 이용자와의 만남을 주선해주는 스마트폰 프로그램을 말한다,랜덤 채팅 앱이랑 불 불특정 이용자와의 만남을 주선해 주는 스마트폰 프로그 프레을 말한다,81.1,35,37,4,11.43
26,ko_test_0026.wav,7.63,3,700.4,손재주가 별로 없는 사람들은 처음에 자주 상처를 입었을 것입니다,손재주가 별로 없는 사람들은  처음에 자주 상처를 입었 을 것입니다,83.7,27,27,0,0.0
27,ko_test_0027.wav,12.49,5,1169.0,하느님께서는 누구에게 우리가 우리의 형상대로 우리의 모양을 따라 사람을 만들자라는 말씀을 하셨나요,하나님께서는 누구에게 우리가 우리의 형상대로 우리의 모양을 따라 사람 사람을 만들자라는 말씀을 하셨나요,86.9,43,45,3,6.98
28,ko_test_0028.wav,14.79,6,1401.2,이 삼 달러를 더 달라고 해서 공항경찰들과 말다툼을 벌이는 경우는 종종 봤지만 결국 대부분 요구하는 대로 몇 푼 더 줘서 문제를 해결했다,이 삼 달러를 더 달라고 해서 공항 경찰들과 말다품을 버리는 경우는 종종봤지만  결국 대부분 요구하는 대 로 몇 분 더 줘서 문제를 해결했다,83.1,55,55,4,7.27
29,ko_test_0029.wav,18.65,8,1865.3,사진 뉴시스이정현 새누리당 대표가 최순실씨의 박근혜 대통령 연설문 개입 의혹에 대해 나도 친구의 조언을 듣는다 그럴만한 연유가 있지 않겠냐고 말하며 우회적으로 옹호해 화제다,사진뉴시스 이정현 새누리당 대표가 최순실 씨에 박근혜 대통령 연설문 개입 의혹에 대해 나도 친구의 조언을 듣는다 그럴만한 여유가 있지 않겠냐고 말하면 우 우외적으로 옹호의 화제다 음,82.4,74,76,7,9.46
30,ko_test_0030.wav,7.58,3,699.3,하지만 때때로 해로운 병균 때문에 몸에 이상을 느끼기도 합니다,하지만 때대로 해로운  병균 때문에 몸에 이상을 느끼기도 합니다,84.7,26,26,1,3.85
31,ko_test_0031.wav,7.61,3,700.0,떴다방 분양권 불법전매 다운계약서 등에 대한 단속을 피해서다,떴다방 분양권 불법 전매 다운 계약서 등에 대한 단속 적을 피해서다,84.7,26,27,1,3.85
32,ko_test_0032.wav,12.34,5,1166.0,이천 오 년에 실시된 한 뉴스 여론 조사에 따르면 미국인의 오십 일 퍼센트는 진화론을 믿지 않는다,이천 오년에 실시한 뉴스 여론조사에 에 따르면 미국인이 오십 일 퍼센트는 질환 진화론을 믿 잊지 않는다,82.6,39,42,6,15.38
33,ko_test_0033.wav,9.39,4,932.9,국회 추천이라고 했으니까 새누리당은 사사건건 딴지를 걸면서 시간을 끌 것이다,국회 추천이라고 했으니까 새누리당은 사사건건 딴지를 걸면서 시간을 끌 것이 시다,86.0,33,34,1,3.03
34,ko_test_0034.wav,10.04,4,932.6,넓은 지식과 예의 있는 행동을 강조한 공자 말씀 박문약례에서 따온 이름이었다,넓은 지식과 예의 있는 행동을 강조한 공자 말씀 방문 양례에서 따온 이름이었다응,86.4,32,33,3,9.38
35,ko_test_0035.wav,7.76,3,699.8,분명히 배당률이 크게 변할 때는 무슨 일이 일어나고 있다는 얘기였다고 밝혔다,분명히 배당률이 크게 변할 때 때는 무슨 일이 일어나고 있다는 얘기 연다고 밝혔다,82.2,32,33,2,6.25
36,ko_test_0036.wav,9.7,4,932.8,처음 하느님을 믿게 되었을 때 나는 대학교에서 삼 년째 과학 연구를 하던 중이었지요,처음 하나님을 믿게 되었 을 때 나는 대학교에서 삼 년재 과학 연구를 하던 중이 였지요,84.9,34,34,3,8.82
37,ko_test_0037.wav,6.86,3,699.7,마이너스 금리 예치제도 효과를 보완하기 위한 목적이다,마이너스 금리 예치 제 지도 효과를 보완하기 위한 목적이다,85.6,23,24,1,4.35
38,ko_test_0038.wav,11.56,5,1166.9,정권교체의 희망도 드리지 못했습니다라며 호남이 지지를 거둔다면 정계에서 은퇴하겠다고 밝혔다,정권 교체의 희망 도 드리지 못했습니다라며 호 남이 지지를 거둔다면 전계 에서 은퇴하겠다고 밝혔다 음,84.8,41,42,2,4.88
39,ko_test_0039.wav,8.84,4,932.4,그런데 여기서 이런 식으로 성매매 업주한테 빌린 돈은 안 갚아도 된다는 교육을 했습니다,그런데 여기서 이런 식으로 성매매 업주한테 빌린 돈은 안 안 갚아도 된다는 교육을 했습니다 음,84.2,36,38,2,5.56
40,ko_test_0040.wav,16.5,7,1633.0,지역별로 균형 있게 인력을 채용하고 각 지점에 배치해 지역 밀착형 영업을 강화한다는 윤종규 국민은행장의 인사 철학을 반영해 지방 방문 면접을 진행하는 점도 두드러진다,지역별로 균형 있게 인 인력을 채용하고 각 지점의 배 지에 지역 밀착형 영업을 강화한다는 용종규 국민은행의 인사철학을 반영해 지방 방문 문 면접을 진행하는 점도 두드러진다 음,81.3,70,72,8,11.43
41,ko_test_0041.wav,6.63,3,700.1,특히 중소형 빌딩은 개인투자자의 전폭적인 지지를 받고 있다,특히 중소형 빌딩은 개 개인 투자자의 전폭적인 지지를 받고,85.1,25,24,3,12.0
42,ko_test_0042.wav,7.3,3,699.0,미국에서는 흑인이나 히스패닉이 고위직에 진출할 생각도 하지 않는다,미국에서는 흑인이나 히스 패닉이 고위직에 진출할 생각도 하지 않는다,82.2,29,29,0,0.0
43,ko_test_0043.wav,7.3,3,701.6,스트레스를 받을 때 치킨을 사먹는다던지 여행을 가기도 할 것 같아요,스트레스를 받을 때 치킨을 사 먹 먹는다던지 여행을 가기도 할 것 같아요,82.2,28,29,1,3.57
44,ko_test_0044.wav,13.36,6,1399.9,하지만 곧 이 지역에 살고 있는 매우 다양한 동식물이 과학자들의 주의를 끌게 되었는데 오렌지두꺼비가 발견된 뒤로는 특히 그러하였습니다,하지만 이 지역에 살고  있는 매우 다양한 동식물이 과학자들의 주의를 끌게 되었는데 오렌지 두꺼비가 발견된 뒤로는 특히 그러하였습니다 으,84.4,57,57,2,3.51
45,ko_test_0045.wav,11.75,5,1166.6,김현정 국감에서 우병우 수석 아들한테 왜 운전병 특혜를 줬어라고 물으니까 거기서 나온 경찰 간부의 대답인 거죠,김현정 국감에서우병우 수석 아들한테 왜 운전 조전병 특혜를 줬어라고 물으니까 거기서 나온 경찰 간부의 대답인 거 맞아,84.1,46,49,4,8.7
46,ko_test_0046.wav,8.54,4,934.3,반면 하종강 성공회대 노동아카데미 주임교수는 인간에 대한 이해 부족이 낳은 현상이라며 실직하는 노동자의 비인간적 고통을 생각해야 한다고 강조했다,반면 하종강 성공회대 노동 아카데미 주 주임 교수는 인간에 대해 으,89.1,63,27,39,61.9
47,ko_test_0047.wav,7.16,3,699.3,올해 가계소득과 소비 전망에 대해서도 부정적 의견이 우세했다,올해 가계소득과 소비 전  전망에 대해서도 부정적인 의견이 우세했다,84.2,26,28,2,7.69
48,ko_test_0048.wav,15.94,7,1634.4,강남구는 해명 자료에 일부 언론에서 강남구가 제주 세종과 같은 특별자치구로 독립을 원하는 것과 같이 보도돼 지역이기주의로 몰리는 상황을 더 이상 간과할 수 없다고 적었습니다,강남구는 해명자료에 일 일부 언론에서 강남구가 제주 세종과 같은 특별좌치으로 독립 입을 원하는 것과 같이 보도돼 지역 이기주의로 몰리는 상황을 더 이상  건과할 수 없다고 적었습니다 음,82.2,73,76,6,8.22
49,ko_test_0049.wav,8.58,4,933.2,삼 분기에만 매출 일 조 이천 구백 십 구 억원 영업이익 육백 십 팔 억원을 올렸다,삼 분기 매출 일조 이천 구백십 구 원 영업 영업이 육팔억 원을 올렸다 에,87.5,31,28,9,29.03
50,ko_test_0050.wav,16.04,7,1632.4,박원순 서울시장이 아들 주신 씨의 병역비리 의혹을 제기한 보수논객 변희재 미디어워치 대표 등의 허위사실 유포 행위를 중단해달라며 법원에 가처분 신청을 한 것으로 확인됐다,박원순 서울시장이 아 들 주신 씨의 병역 비리 의혹을 제 제기한 보수 논개 변희재 미디어 워치 대표 등에 허위사 유포 행 중단해달라며 법원에 가 저분 신청을 한 것으로 확인됐다 음,79.5,72,71,8,11.11
51,ko_test_0051.wav,10.57,5,1164.3,그 자매에게 격려가 좀 필요하다는 말을 들었기 때문에 그와 교제하기 시작했지요라고 멜러니는 말했습니다,그 자매에게 격려가  좀 필요하다는 말을 들었기 때문에 그  교재 교재하기 시작했지요라고 멜로니는 말했습니다 에,84.1,44,46,5,11.36
52,ko_test_0052.wav,10.24,4,932.9,외국인 지휘자 영입도 방안이기는 하나 이 부분은 논의에서 선임까지 상당한 시일이 걸리는 선택지다,외국인 지휘자 영입도 방 방안이기는 하나 이 부분은 논 의에서 선임까지 상당한 시일리 걸리는 선택지다,83.8,41,42,2,4.88
53,ko_test_0053.wav,10.55,5,1168.0,혹시라도 두 살과 네 살짜리 언니들이 카이라가 예쁘다고 손이나 발이라도 만지면 안되기 때문입니다,혹시라도 두 살과 네 살  살짜리 언니들이 카이라가 예 예쁘다고 손이나 발이라도 만지 면 안되기 때문입니다 에,84.1,41,44,3,7.32
54,ko_test_0054.wav,11.22,5,1165.6,청소년들을 보호하기 위해서는 아청법이 꼭 필요한 법임은 분명하지만 이에 따른 피해도 함께 발생하고 있어 문제다,청소년들을 보호하기 위해서 아청법이 꼭 필요한 법인을  아 분명하지만 이에 따른 피 피해자도 함께 발생하고 있어 문제다 음,82.6,47,50,7,14.89
55,ko_test_0055.wav,6.84,3,699.3,언제 이 뚜껑이 들끓어서 열릴까하는 게 시간문제였거든요,언제 이 뚜껑이 들끓어서 열릴까 하는 게 시간제였 안녕,87.1,24,22,4,16.67
56,ko_test_0056.wav,11.09,5,1167.2,교육부가 여태껏 편입을 방치한 만큼 서울 주요 대학을 중심으로 특별감사에 나서야 한다는 지적에 힘이 실리고 있다,교육부가 여태껏 편입을 방 방치한 만큼 서울 주요 대학을 중 중심으로 특별 감사를 나서야 한다는 라는 지적에 힘이 실리고 있다 음,81.7,47,52,6,12.77
57,ko_test_0057.wav,12.8,5,1167.0,안씨는 육십 이 세부터 받는 경우보다 삼십 퍼센트 정도 깎인 금액이지만 당장의 생활고 때문에 선택의 여지가 없었다고 토로했다,안 씨는 육십 이 세 더 받는 경우보다 삼십 퍼센트 트 꺾인 금액이지만 당장의 생활고 때문에 선택의 여지가 없다고 토로했다 응,82.9,52,50,7,13.46
58,ko_test_0058.wav,13.08,6,1401.1,세 명의 선행팀이 현장에 먼저 가서 상황과 동선을 파악하면 안 후보와 같은 차를 탄 세 명의 수행팀이 뒤이어 현장에 도착하는 식이다,세 명의 선행디이 현장 에 먼저 가서 상황과 동선을 파악하면 아노보와 같은 차를한 단 세 명의 수행팀이 뒤이어 현장에 도착하는 시이다 에,82.4,53,55,7,13.21
59,ko_test_0059.wav,6.04,3,701.0,강아지가 용변을 보도록 유도하는 말을 가르칠 수도 있다,강아지가 용변을 보도록 유도 하는 말을 가르칠 수도 있다 응,87.1,23,24,1,4.35
60,ko_test_0060.wav,7.65,3,699.7,손재주가 별로 없는 사람들은 처음에 자주 상처를 입었을 것입니다,손재주가 별로 없는 사람 그들은 처음에 자주 상처를 입었을 것 하입니다,83.7,27,29,2,7.41
61,ko_test_0061.wav,13.06,6,1403.2,트럼프 행정부가 북한에 대한 군사적 압박을 높이는 상황에서 이뤄진 인터뷰인 만큼 한 부상의 입에 관심이 쏠렸습니다,트럼프 행정부가 북한에 대한 군사적 압박을 높이는 상황에서 이루어진 인터 터뷰인 만큼 한 부상의 입에 에 관심이 쏠렸습니다 에,82.9,48,52,5,10.42
62,ko_test_0062.wav,9.55,4,934.1,중동호흡기증후군 삼 차 감염 환자가 사 일 새벽 두 명 더 추가되면서 다섯 명으로 늘었다,중동 호흡기 증후군 삼차 감염 환자가 사이 새벽 두 명 더 추가되면서 다섯 명으로 늘었다 음,83.4,35,36,2,5.71
63,ko_test_0063.wav,7.95,3,700.5,실제로 우두머리 수컷은 화가 나거나 흥분하면 코가 부풀어 오르면서 빨개집니다,실제로 우두머리 수컷은 화가 나거나 흥분하면 코가 부풀어  오르면서 밝개집니다,79.7,33,33,1,3.03
64,ko_test_0064.wav,16.93,7,1633.7,여우밍레이는 모든 문과 창문이 닫혀 있었고 주변에는 감시카메라가 있었다며 이웃들로부터 오랫동안 자오웨이 처가 식구를 보지 못했다는 말을 들었다며며 전했다,여밍네이는 모든 뭔가 차 문이 닫혀있었고 주 주변에는 감시카메라가 있었다며 이웃들로부터 오랫동안좌좌우웨이 처가 식구를 보지 못 했다 말을 들었다며 전변했다,84.4,67,67,12,17.91
65,ko_test_0065.wav,8.6,4,933.3,마음만 먹으면 어떤 사람보다도 정신과 의사는 범행하기가 쉽고 편안한 위치에 있습니다,마음만 먹으면 어떤 사람 보다도 정신과 의사는 범행하기가 아쉽고 편안한 위치에 있습니다  음,84.9,36,38,2,5.56
66,ko_test_0066.wav,10.65,5,1167.2,십 여년 전 맥없이 모든 빗장을 풀었다가 워낙 혹독한 대가를 치렀던 우리의 아픈 경험이 떠올랐기 때문이겠죠,십여 년 전 맥 백 없이 모든 빗장을 풀었다가 워낙 혹독한 대가를 치렀던 우리의 아 분명 떠올랐기 때문이겠죠 에,81.4,44,44,6,13.64
67,ko_test_0067.wav,10.75,5,1166.6,폭발로 인한 연기는 공항 밖 주차장까지 퍼져나갔고 사람들은 놀라 뛰쳐나가기 바쁩니다,폭발로 인하 연기는 공 공항밖 주차장까지 퍼져나갔고 사람들은 놀라 뛰쳐나가기 바쁜니다 에,87.2,36,38,4,11.11
68,ko_test_0068.wav,6.83,3,700.2,한 중견검사는 우리나라 대기업들은 엄청난 현안들이 존재한다,한 중량 검사는 우리나라 대기업들은 엄청난 현안들이 존재한다 음,84.2,26,27,2,7.69
69,ko_test_0069.wav,9.02,4,934.3,박씨의 인터뷰는 일본에서 니코니코 홈페이지를 통해 팔 월 사 일 오후 열 시에 방영된다,박씨 인터뷰는 일본에서 니코니코 홈페이지를 통해 팔 팔 월 사 일 오후 열 시에 반영된다 음,82.3,35,36,4,11.43
70,ko_test_0070.wav,9.54,4,934.7,그런데 어찌하여 그런 뜨거운 가슴을 지닌 사람이 개성공단 폐쇄나 사드 문제에 관해 그렇게 미온적인가,그런데 어찌하여 그런 뜨거운 가슴을 지닌 사람이 개성공단 폐체나 사드 문제에 관해 그렇게 미온 적인가,85.3,42,42,1,2.38
71,ko_test_0071.wav,16.02,7,1635.3,국회법을 본회의에 상정해 재의결할지 여부와 협상 책임자였던 유 원내대표가 직을 사퇴해야 하는가를 두고 친박과 비박이 의원총회 혈투를 벌이고 있다,국회법을 본 회의에 상 행정에 재의결할지 여부와 협정 협상 책임자였던 유 원내 대표 가 지금 사퇴해야 하는가를 두 고 친박과 비박 의원이 총 홍해 혈투를 벌이고 있다 음,80.8,62,67,11,17.74
72,ko_test_0072.wav,7.72,3,699.4,도시의 사람들은 나무와 자원을 확보하기 위해 아프리카 밀림을 파괴해 나갔다,도시의 사람들은 나 암화 자원을 확보하기 위해 아프리카 밀림 을 파괴해 나갔다응,80.7,32,33,3,9.38
73,ko_test_0073.wav,7.29,3,700.2,한국 무속의 경우에도 남쪽 지방과 북쪽 지방이 상당히 다르다,한국 무소의 경우에도 남쪽 지방과 북쪽 지방이 상 해당이 다르다,86.6,25,26,3,12.0
74,ko_test_0074.wav,15.99,7,1634.1,하지만 낯선 환경 때문인지 아니면 죽음을 예감한 건지 역주행하는 놈에 높게 쌓아진 두둑을 뛰어 오르는 놈에 꼼짝도 하지 않고 서서 꽥꽥 소리 지르는 놈에 야단법석이다,하지만 낯선 환경 때문인지 아니면 죽음을 예상한 건지 역주행하는 놈에 높게 쌓아진 두둑을 뛰어 오르는 놈에 꼼짝도 하지 않고 서서 깨끗 소리 지 지르는 놈의 야단 법석이다응,79.1,68,70,6,8.82
75,ko_test_0075.wav,6.67,3,701.4,크리스티의 청각 장애는 여전히 우리 모두에게 도전이 되는 것입니다,크리스티의 청각장애에는 여 여전히 우리 모두에게 도전이 되는 것,85.1,28,27,5,17.86
76,ko_test_0076.wav,7.84,3,699.5,흥미롭게도 바울은 부유한 사람들에게 구체적인 지침을 제시하였습니다,흥미롭게도 바을은 부 주한 사람들에게 구체적인 지침 을 제시하였습니다,85.6,30,30,2,6.67
77,ko_test_0077.wav,13.76,6,1403.1,페이스북 갈무리 이천 십 육 년에는 대구 남부경찰서가 데이트폭력 반대 캠페인을 진행하면서 젊은 여성들을 향해 아예 자신들과 사귀자고 제안했다,페이스북 갈무리 이천십육 년에는 대구 남부 경찰서가 데이트 폭력 반대 캠페인을 진행하면 젊은 여성들을 향해 아예 자 자신들과 사귀자고 제안했다 음,81.1,60,61,3,5.0
78,ko_test_0078.wav,8.97,4,934.3,게다가 무료급식을 지원받는다는 사실을 반 친구들에게 들키고 싶지 않은 마음도 컸습니다,게다가 무료급식을 지원받는다는 사실을 반 친구들에게 들키고 싶지 않은 마음도 컸습니다 음,86.0,37,38,1,2.7
79,ko_test_0079.wav,8.88,4,934.2,대외변수에 실적 불안감까지 겹치면서 코스피 낙폭이 어느 정도 수준까지 이어질지 가늠하기도 어려운 상황이다,대외 변수의 실적 불안감까지 겹치면서 코스피 낙폭이 어느 정도 수준까지 까지 이어질지 가늠하기도 어려운 상황이다 음,80.8,46,49,4,8.7
80,ko_test_0080.wav,6.08,3,700.9,유열씨는 일본 국적자로 분류되면서 군대를 가지 않았다,유열 씨는 일본 국적자로 분류되면서 군대를 가지 않았다 안,87.6,23,24,1,4.35
81,ko_test_0081.wav,11.8,5,1166.6,한 중견법조인은 성추행을 한 대학교수를 구속하면 그게 반 대학정서를 확산시키는 것이냐 고 반문하면서 사안을 있는 그대로 보면 된다,한 중견 법조인은 성추 행을 한 대학교수를 구성하면 그게 반 반 대학 정서를 확산시키는 것이냐고 반문하면서 사안을 있는 그대로 보면 된 다,83.2,55,56,2,3.64
82,ko_test_0082.wav,6.56,3,699.6,그리고 수사를 관련자를 마흔 여섯 명이나 불러서 조사를 했어요,그리고 수사를 관련자를 마흔 여섯 명이나 불러서 조사를 했습니다,88.1,26,27,3,11.54
83,ko_test_0083.wav,13.45,6,1400.3,연구진은 남편의 경우 아내와 사이가 틀어진 후에도 충분한 수면시간이 확보된 경우라면 아내와의 결혼생활에 대해 낙관적인 자세를 유지하는 것으로 나타났다고 설명했다,연구진의 남편의 경우 아 아내와 사이가 틀어진 후에도 충분한 수면시 확보된 경우라면 아내와의 결혼 생활에 대해 낙관적인 자세를 유지하는 하는 것으로 나타났다고 설명했다  음,80.3,70,72,7,10.0
84,ko_test_0084.wav,7.28,3,700.6,이 미사일을 실은 잠수함이 새벽에 동해로 기습 출격했다 다시 돌아갔습니다,이 미사일을 실은 잠 잠수함이 새벽에 동해로 기습 출격했다 다시  돌아왔습니다,81.2,31,32,2,6.45
85,ko_test_0085.wav,7.55,3,700.8,너 나 할 것 없이 업체들마다 매출 하락 폭이 예상보다 심각한 수준인 것으로 파악되고 있다,너나 할 것 없이 업체들마다 매 대출 하락폭이 예상보다 심각한 수준인 것 수록 파악되고 있다,78.7,36,37,3,8.33
86,ko_test_0086.wav,9.21,4,933.8,이에 대해 박 전 대통령 측은 헌재 결정을 안 받아들일 수가 있느냐면서 지나친 정치공세라는 입장을 보인다,이에 대해 박 전대통령 측은 헌재 결정을 안 받아들일 수가 있느냐 그래서 지나친 정치공세라는 입장을 보인,81.1,43,43,3,6.98
