id,wav,duration,chunks,gt,npu,blank_ratio,gt_len,npu_len,edit_dist,cer
20,ko_test_0020.wav,11.5,5,십 이 일 경주에서 발생한 지진으로 포항시 남구의 한 마트 진열장에 쌓여 있던 상품들이 바닥에 떨어져 있다,십 이 이 일. 갑자기수에서 말 글쎄세⁇ 진 진으로⁇⁇시 남 그 의 한 마트 진⁇⁇에⁇.요⁇⁇품 유니 받아에⁇어져 있다 아,86.0,43,39,26,60.47
21,ko_test_0021.wav,11.13,5,국회에서 청문보고서가 채택되지 않아도 대통령이 임명 권한을 갖고 경찰청장 임명을 강행할 수 있다,⁇기⁇ 청문 안 서 아 채⁇ 되지지⁇도 대통형이이 입⁇⁇ 거⁇⁇ 갔 경찰체 청⁇ 인⁇력을 강⁇⁇ 수 있다 아,87.8,41,31,25,60.98
22,ko_test_0022.wav,6.95,3,아울러 미약하게나마 제가 할 수 있는 일을 찾아 실천하겠습니다,아울러 미약⁇ 게 나 제가⁇ 수 있는⁇⁇실⁇⁇겠습니다 나.,89.1,26,18,10,38.46
23,ko_test_0023.wav,10.66,5,아바의 엄마 크리스티나는 아이가 치료에 대한 두려움이 확 줄었다 면서 동병상련을 느끼는지 서로가 서로를 의지한다고 밝혔다,아바에 엄마⁇스타⁇⁇ 이거⁇후⁇ 대한한 그⁇이 확⁇다 그래서서⁇⁇⁇력을⁇ 이기는는지 서가 그르를 의지지⁇ 되고 아 길⁇ 어,86.3,52,41,33,63.46
24,ko_test_0024.wav,9.18,4,이미 알려진 대로 미군은 한반도에 세 개 사드 포대 기지 배치가 필요하다는 입장이다,이미미⁇ 여진 대로 미구는 한 번 노에 세 개 사들⁇들 기 이 배지가가⁇⁇⁇다는는 입⁇ 아 으,87.2,34,31,18,52.94
25,ko_test_0025.wav,10.09,4,랜덤 채팅앱이란 불특정 이용자와의 만남을 주선해주는 스마트폰 프로그램을 말한다,랜드⁇⁇ 채팅 에⁇비⁇ 불 적정 이 용자와에 만남을 주⁇에즈⁇ 스한테⁇⁇ 을 말한다다 응.,86.0,35,29,19,54.29
26,ko_test_0026.wav,7.63,3,손재주가 별로 없는 사람들은 처음에 자주 상처를 입었을 것입니다,손재주가 별로 없는 사람 이는. 처음에에⁇⁇을 입 ⁇ 거 싶 싶니다. 응,88.1,27,24,12,44.44
27,ko_test_0027.wav,12.49,5,하느님께서는 누구에게 우리가 우리의 형상대로 우리의 모양을 따라 사람을 만들자라는 말씀을 하셨나요,⁇ 인기께⁇은 누구 얘기 우리가 우리 의 형⁇ 근데 우리 이 모양을⁇ 사람을 만들 들 잘⁇ 말씀을 그래⁇ 했나나요. 이.,89.6,43,40,21,48.84
28,ko_test_0028.wav,14.79,6,이 삼 달러를 더 달라고 해서 공항경찰들과 말다툼을 벌이는 경우는 종종 봤지만 결국 대부분 요구하는 대로 몇 푼 더 줘서 문제를 해결했다,⁇⁇⁇러를 더⁇라고 그래서 공 경찰체 들과⁇⁇⁇을 그리는⁇ 종⁇ 봤지만 아⁇ 대부분은 요고⁇ 이 몇 분 더⁇서 문제를을 해결별했했다. 응..,86.7,55,45,31,56.36
29,ko_test_0029.wav,18.65,8,사진 뉴시스이정현 새누리당 대표가 최순실씨의 박근혜 대통령 연설문 개입 의혹에 대해 나도 친구의 조언을 듣는다 그럴만한 연유가 있지 않겠냐고 말하며 우회적으로 옹호해 화제다,사진지. 유지 이 전혀⁇ 세⁇리⁇⁇표가 최수실 시에에 바⁇ 애 대⁇⁇ 연⁇은 걔 왜 여게 대. 해. 나도 친구에 조언 원해 듣는 나 그럴만한한 여유 아 있 있지 않겠냐고구 말하면 하면며 왜적으로으로 오 왜⁇지⁇ 아,85.9,74,73,44,59.46
30,ko_test_0030.wav,7.58,3,하지만 때때로 해로운 병균 때문에 몸에 이상을 느끼기도 합니다,⁇지만 그때 대로⁇로. 변규⁇ 몸에에 이상을 느끼 이 이⁇니다. 응.,88.6,26,22,14,53.85
31,ko_test_0031.wav,7.61,3,떴다방 분양권 불법전매 다운계약서 등에 대한 단속을 피해서다,나다한⁇⁇⁇ 불법  매 다음 온계학서 등에 대한한⁇ 피⁇ 아 응,87.1,26,20,15,57.69
32,ko_test_0032.wav,12.34,5,이천 오 년에 실시된 한 뉴스 여론 조사에 따르면 미국인의 오십 일 퍼센트는 진화론을 믿지 않는다,이 이천 이천 전 오 년⁇ 에 시⁇ 유스⁇런⁇사⁇ 들면면 미국 이니 오십심 이⁇센드는는 주로⁇ 진. 화⁇을 있지지⁇ 된다다,86.3,39,40,27,69.23
33,ko_test_0033.wav,9.39,4,국회 추천이라고 했으니까 새누리당은 사사건건 딴지를 걸면서 시간을 끌 것이다,⁇⁇ 초천 이⁇ 했으니까 까⁇누리⁇은⁇⁇⁇⁇⁇⁇을 걸면서 시간간 끌 것⁇ 에,88.3,33,21,17,51.52
34,ko_test_0034.wav,10.04,4,넓은 지식과 예의 있는 행동을 강조한 공자 말씀 박문약례에서 따온 이름이었다,넓은 지 과 얘위 있는 니 행동을 강⁇⁇ 공⁇ 말씀슨 응 방문 양 내에서 다운 이름이림이야다. 응,87.9,32,34,18,56.25
35,ko_test_0035.wav,7.76,3,분명히 배당률이 크게 변할 때는 무슨 일이 일어나고 있다는 얘기였다고 밝혔다,몇 명이 배⁇⁇리⁇⁇⁇ 얘는는 무슨 일 이러고 이 나는 얘기 이였다고 아⁇겠다. 이,86.6,32,27,19,59.38
36,ko_test_0036.wav,9.7,4,처음 하느님을 믿게 되었을 때 나는 대학교에서 삼 년째 과학 연구를 하던 중이었지요,처음 하는님을 믿게 들 진짜 때 나는 대학교에서⁇⁇ 년 이제 과학 연구를⁇던 중니⁇ 유어 아,89.1,34,33,12,35.29
37,ko_test_0037.wav,6.86,3,마이너스 금리 예치제도 효과를 보완하기 위한 목적이다,마이너 수 금니 예지 제 너⁇과⁇ 보환⁇ 위⁇ 목⁇⁇,90.1,23,15,13,56.52
38,ko_test_0038.wav,11.56,5,정권교체의 희망도 드리지 못했습니다라며 호남이 지지를 거둔다면 정계에서 은퇴하겠다고 밝혔다,정권 교 제일 응위 희 명 들지. 못 했습니다.라며 호⁇ 이 지⁇지를를거든든⁇다면면⁇기에 이 이제 웃대⁇겠다고. 말겠다겠다 으,86.3,41,46,23,56.1
39,ko_test_0039.wav,8.84,4,그런데 여기서 이런 식으로 성매매 업주한테 빌린 돈은 안 갚아도 된다는 교육을 했습니다,그런 아 아한 식으로 선배에  업⁇⁇한테 돼 빌린 돈는 안 하도 된다⁇을 했습니다 아..,89.1,36,30,18,50.0
40,ko_test_0040.wav,16.5,7,지역별로 균형 있게 인력을 채용하고 각 지점에 배치해 지역 밀착형 영업을 강화한다는 윤종규 국민은행장의 인사 철학을 반영해 지방 방문 면접을 진행하는 점도 두드러진다,지학 별력⁇⁇ 있게 인력을을 제용하고 각 지점에 배 지에 지역 밀 차 형 영업을 당황영한다다는 용⁇⁇ 국민은 내에 인사⁇학을 봤영 해⁇ 방 면접접⁇⁇에⁇⁇ 또⁇어진 아,85.2,70,58,35,50.0
41,ko_test_0041.wav,6.63,3,특히 중소형 빌딩은 개인투자자의 전폭적인 지지를 받고 있다,특히기 중⁇⁇  빌⁇리딩은 개인 에인 투⁇자에 전⁇⁇인지지를을 받고 아 응.,84.2,25,25,13,52.0
42,ko_test_0042.wav,7.3,3,미국에서는 흑인이나 히스패닉이 고위직에 진출할 생각도 하지 않는다,미국에서는 ⁇인⁇⁇스 팬⁇기 고 이지에 진출⁇ 생각도⁇⁇다,88.1,29,19,14,48.28
43,ko_test_0043.wav,7.3,3,스트레스를 받을 때 치킨을 사먹는다던지 여행을 가기도 할 것 같아요,스트스을 받을 때 치킨 해 사 응다⁇ 여행 여행은 가기도 할 깐 다요 응,88.6,28,26,12,42.86
44,ko_test_0044.wav,13.36,6,하지만 곧 이 지역에 살고 있는 매우 다양한 동식물이 과학자들의 주의를 끌게 되었는데 오렌지두꺼비가 발견된 뒤로는 특히 그러하였습니다,⁇지만 이 지⁇ 에 살고 있는 매우 다양양한⁇심물이리 과학학⁇들이에 주이를⁇ 끌 돼였는데⁇렌지⁇⁇비가 발⁇ 된 뒤로는 특히히 그러⁇였습니다 아,87.7,57,52,21,36.84
45,ko_test_0045.wav,11.75,5,김현정 국감에서 우병우 수석 아들한테 왜 운전병 특혜를 줬어라고 물으니까 거기서 나온 경찰 간부의 대답인 거죠,기⁇⁇⁇⁇⁇ 오 병원 서 아들한테 왜 온 운전 좀비 병 그회을 줘라고 무 거기서 나온 경찰 잘  뭐⁇ 대답답인 아 좀. 아,88.1,46,39,30,65.22
46,ko_test_0046.wav,8.54,4,반면 하종강 성공회대 노동아카데미 주임교수는 인간에 대한 이해 부족이 낳은 현상이라며 실직하는 노동자의 비인간적 고통을 생각해야 한다고 강조했다,아면 아중 가는 성공예 때 너동 아⁇⁇미인 교수주는는 인간간해야대에 아,89.8,63,28,51,80.95
47,ko_test_0047.wav,7.16,3,올해 가계소득과 소비 전망에 대해서도 부정적 의견이 우세했다,올해 가게 소득 과 소비⁇망에 대해서도⁇⁇⁇에 의경이위 우세에 딱 아,88.1,26,25,10,38.46
48,ko_test_0048.wav,15.94,7,강남구는 해명 자료에 일부 언론에서 강남구가 제주 세종과 같은 특별자치구로 독립을 원하는 것과 같이 보도돼 지역이기주의로 몰리는 상황을 더 이상 간과할 수 없다고 적었습니다,⁇⁇⁇는⁇명⁇ 왜에 일본 얼론에서⁇람구가 제주⁇진과 같은 특별 자⁇으로⁇립 이 원하는하는 거 같 같지 뭐 노 내? 지역 이기 주 이 몰리는 상황은 더 이 건강⁇ 수⁇⁇었습니다.,86.6,73,60,36,49.32
49,ko_test_0049.wav,8.58,4,삼 분기에만 매출 일 조 이천 구백 십 구 억원 영업이익 육백 십 팔 억원을 올렸다,⁇⁇기 매출⁇ 조 이 차 구백백 십 구학년 영 아 이 육백 십⁇라고 원 올렸다 아,89.8,31,26,15,48.39
50,ko_test_0050.wav,16.04,7,박원순 서울시장이 아들 주신 씨의 병역비리 의혹을 제기한 보수논객 변희재 미디어워치 대표 등의 허위사실 유포 행위를 중단해달라며 법원에 가처분 신청을 한 것으로 확인됐다,⁇관순⁇⁇⁇ 이 아 근데 주신시에에⁇⁇ 비 의요을 얘기 미안한 뭐수 온 게 ⁇이⁇ 무기어 어치⁇ 등에⁇위 사실실 유⁇행 이 중⁇ 해달라라며 병원번에에  가 신청청을 한국으로 확인인 되겠다있 했다 아,84.8,72,69,50,69.44
51,ko_test_0051.wav,10.57,5,그 자매에게 격려가 좀 필요하다는 말을 들었기 때문에 그와 교제하기 시작했지요라고 멜러니는 말했습니다,그 에 이게  경러가 좀⁇하다는 말을 들럽기 때문에 그거 아⁇⁇⁇ 이제⁇⁇했겠지요.라고  매⁇⁇이는는 말했습니다 아,85.7,44,40,20,45.45
52,ko_test_0052.wav,10.24,4,외국인 지휘자 영입도 방안이기는 하나 이 부분은 논의에서 선임까지 상당한 시일이 걸리는 선택지다,외국인인 지의⁇ 영에 또 아 이기는는⁇나 이 부분은 논 이 예서선⁇까지⁇당 한 시 이 걸린⁇지⁇ 응,86.4,41,34,18,43.9
53,ko_test_0053.wav,10.55,5,혹시라도 두 살과 네 살짜리 언니들이 카이라가 예쁘다고 손이나 발이라도 만지면 안되기 때문입니다,혹시⁇⁇⁇과 네 하짜리 언니들이⁇⁇가 그⁇ 손이⁇ 말이라도 만 이면 안 되기⁇입 이 아,90.5,41,28,19,46.34
54,ko_test_0054.wav,11.22,5,청소년들을 보호하기 위해서는 아청법이 꼭 필요한 법임은 분명하지만 이에 따른 피해도 함께 발생하고 있어 문제다,청소선⁇⁇ 보 하 이 위에서는 아 아 청법이 꼭⁇한 거인을 그래 아 분명⁇만 이⁇는 피해 이제자도 함께⁇생하고 있어. 문젠⁇,87.2,47,43,25,53.19
55,ko_test_0055.wav,6.84,3,언제 이 뚜껑이 들끓어서 열릴까하는 게 시간문제였거든요,언제 이 ⁇⁇이 들 걸어서 열릴가 까⁇ 게 시간가 문제었거든 그냥냐요 아,87.6,24,26,12,50.0
56,ko_test_0056.wav,11.09,5,교육부가 여태껏 편입을 방치한 만큼 서울 주요 대학을 중심으로 특별감사에 나서야 한다는 지적에 힘이 실리고 있다,⁇⁇⁇대가⁇⁇입을 방 체 아 만큼 금 서울주요 대학을을 중 힘으로 특별배⁇⁇⁇⁇서 해야⁇ 아니 지 적에 이이 실⁇리고고 있다,86.6,47,41,22,46.81
57,ko_test_0057.wav,12.8,5,안씨는 육십 이 세부터 받는 경우보다 삼십 퍼센트 정도 깎인 금액이지만 당장의 생활고 때문에 선택의 여지가 없었다고 토로했다,아 는 육십 십 이 세부터 또 맞는는 경우 보다⁇ 십⁇ 센 그 ⁇⁇ 금⁇ 이⁇⁇장에에 생활 고 때문에에 선택에⁇ 내가 나도⁇ 했⁇ 응.,86.0,52,41,30,57.69
58,ko_test_0058.wav,13.08,6,세 명의 선행팀이 현장에 먼저 가서 상황과 동선을 파악하면 안 후보와 같은 차를 탄 세 명의 수행팀이 뒤이어 현장에 도착하는 식이다,세 명에 서행⁇이⁇⁇ 에 먼저 가서 아⁇ 가 동⁇⁇  가면 아우⁇ 같은 같은⁇⁇ 한 세 명회에 수행 디 이 이디요요⁇장에 에⁇⁇⁇ 시⁇ 아,87.5,53,40,34,64.15
59,ko_test_0059.wav,6.04,3,강아지가 용변을 보도록 유도하는 말을 가르칠 수도 있다,⁇지가 용⁇을 보도록 유도 하는는 말을 가르칠 수도 있다 아,91.1,23,22,5,21.74
60,ko_test_0060.wav,7.65,3,손재주가 별로 없는 사람들은 처음에 자주 상처를 입었을 것입니다,⁇재주가가 별로 없는⁇들은 처음에 사⁇ 처 이었을 서⁇⁇. 으,90.6,27,20,13,48.15
61,ko_test_0061.wav,13.06,6,트럼프 행정부가 북한에 대한 군사적 압박을 높이는 상황에서 이뤄진 인터뷰인 만큼 한 부상의 입에 관심이 쏠렸습니다,트⁇⁇ 행정부가⁇에 대한 군⁇⁇ 압⁇을 높이는 상황 있어 이루⁇진 인⁇ 비용인 만큼 한⁇⁇에 이백 에 관심 ⁇렸습니다 아,89.0,48,39,19,39.58
62,ko_test_0062.wav,9.55,4,중동호흡기증후군 삼 차 감염 환자가 사 일 새벽 두 명 더 추가되면서 다섯 명으로 늘었다,중⁇ 호기 중국⁇⁇ 차 가면면⁇자가가⁇ 일 새벽⁇⁇ 명 추⁇ 대면서 다섯 명으로 들렀었다 아,88.3,35,30,17,48.57
63,ko_test_0063.wav,7.95,3,실제로 우두머리 수컷은 화가 나거나 흥분하면 코가 부풀어 오르면서 빨개집니다,실제로 제 오두⁇ 이 ⁇은⁇가 나거나 흥 분⁇ 코가 부어 오르면서 빨게진 나.,85.1,33,26,14,42.42
64,ko_test_0064.wav,16.93,7,여우밍레이는 모든 문과 창문이 닫혀 있었고 주변에는 감시카메라가 있었다며 이웃들로부터 오랫동안 자오웨이 처가 식구를 보지 못했다는 말을 들었다며며 전했다,여.인. 내인는 모든든 뭔가 참⁇이⁇쳐 있었고었고 주변 반에는 감식⁇메가 있었⁇며 유 유돌러부터 그⁇⁇한 아 왜 처아 식⁇를⁇지 못했⁇ 말을 들⁇며며 아엔 아 으,87.0,67,56,40,59.7
65,ko_test_0065.wav,8.6,4,마음만 먹으면 어떤 사람보다도 정신과 의사는 범행하기가 쉽고 편안한 위치에 있습니다,마음만 먹으면으면⁇⁇ 나도 정생과 의사는 버⁇⁇인가 아 꼭⁇⁇ 위⁇치에 있습니다 아,88.7,36,29,17,47.22
66,ko_test_0066.wav,10.65,5,십 여년 전 맥없이 모든 빗장을 풀었다가 워낙 혹독한 대가를 치렀던 우리의 아픈 경험이 떠올랐기 때문이겠죠,그⁇.⁇ 전 백 없이 모든⁇⁇⁇⁇⁇었다가 아 워낙너 호박하는 대가를를 싫 없⁇ 우리 애 고민미이⁇락기 때문에 얘기겠죠 아,86.3,44,41,29,65.91
67,ko_test_0067.wav,10.75,5,폭발로 인한 연기는 공항 밖 주차장까지 퍼져나갔고 사람들은 놀라 뛰쳐나가기 바쁩니다,폭말로 이⁇ 연기기는는 공항학박 주차자⁇까지⁇져놔갖고⁇ 논라디. 좀 막학이 아⁇니다 아 아..,89.0,36,34,25,69.44
68,ko_test_0068.wav,6.83,3,한 중견검사는 우리나라 대기업들은 엄청난 현안들이 존재한다,한 중년 겁나산⁇⁇ 나라 대⁇⁇ 엄청⁇⁇⁇들이 존 존 그냥 안 막. 그,88.1,26,20,19,73.08
69,ko_test_0069.wav,9.02,4,박씨의 인터뷰는 일본에서 니코니코 홈페이지를 통해 팔 월 사 일 오후 열 시에 방영된다,⁇시에에 인⁇ 비는⁇에서 니⁇ 니 거 홈 홈페이지이지를 같해⁇월 사⁇? 오 열 시에 반⁇ 된다,87.2,35,31,18,51.43
70,ko_test_0070.wav,9.54,4,그런데 어찌하여 그런 뜨거운 가슴을 지닌 사람이 개성공단 폐쇄나 사드 문제에 관해 그렇게 미온적인가,그런 게 어짜⁇. 야 그런 뜨거운 가⁇⁇을 드인⁇ 어성 공⁇ 패 제⁇⁇드 문제⁇에 그렇게 미운⁇인가가. 아,86.0,42,33,22,52.38
71,ko_test_0071.wav,16.02,7,국회법을 본회의에 상정해 재의결할지 여부와 협상 책임자였던 유 원내대표가 직을 사퇴해야 하는가를 두고 친박과 비박이 의원총회 혈투를 벌이고 있다,⁇⁇ ⁇을⁇⁇의에 응정에 제일 계⁇지 여 뭐 정 ⁇⁇ 책⁇였⁇. 유요 왕⁇ 대 너가 지금 사 때 해야 아 과 그거 침박 비박 의원이이 총 홍 해 ⁇투을 버리고 있다 아,85.2,62,50,41,66.13
72,ko_test_0072.wav,7.72,3,도시의 사람들은 나무와 자원을 확보하기 위해 아프리카 밀림을 파괴해 나갔다,⁇시에⁇⁇ 나 뭐와 자원을을 확고하기 위 아프리카 밀 뭐 파게⁇.⁇ 나. 응.,85.6,32,24,16,50.0
73,ko_test_0073.wav,7.29,3,한국 무속의 경우에도 남쪽 지방과 북쪽 지방이 상당히 다르다,한 곳⁇서에⁇우에도 남쪽⁇방 가 불 지방방 이⁇⁇이⁇⁇ 응,88.6,25,18,16,64.0
74,ko_test_0074.wav,15.99,7,하지만 낯선 환경 때문인지 아니면 죽음을 예감한 건지 역주행하는 놈에 높게 쌓아진 두둑을 뛰어 오르는 놈에 꼼짝도 하지 않고 서서 꽥꽥 소리 지르는 놈에 야단법석이다,⁇지만 나⁇ 환경 경⁇지⁇ 죽으면에 예⁇한 건지⁇쟁⁇은 노래에⁇게⁇야지지. ⁇을 뛰⁇어 오르는는 놈에 ⁇⁇도⁇지⁇ 서서  ⁇⁇ 이르는는 놈에⁇⁇⁇⁇⁇ 아,85.0,68,44,42,61.76
75,ko_test_0075.wav,6.67,3,크리스티의 청각 장애는 여전히 우리 모두에게 도전이 되는 것입니다,⁇리티에 청각⁇에는⁇ 전에히⁇ 뭐 얘기에⁇⁇히 되는 거습니다 나 응,88.1,28,23,19,67.86
76,ko_test_0076.wav,7.84,3,흥미롭게도 바울은 부유한 사람들에게 구체적인 지침을 제시하였습니다,흥미⁇게⁇ 바은 보 의한 하는 사람들에게 구체⁇인 제지⁇ 제시⁇였였습니다.,86.6,30,27,12,40.0
77,ko_test_0077.wav,13.76,6,페이스북 갈무리 이천 십 육 년에는 대구 남부경찰서가 데이트폭력 반대 캠페인을 진행하면서 젊은 여성들을 향해 아예 자신들과 사귀자고 제안했다,⁇이⁇ 칼물이리 이 점씩 육⁇에는 되고곤 난 뭐 경찰차⁇가⁇리리이트⁇⁇ 반대 ⁇페인을 진행행 하면서 서 젊은은⁇들을을 향 해⁇ 다신⁇들과 사기 저 제⁇ 했 했다 아,84.4,60,56,32,53.33
78,ko_test_0078.wav,8.97,4,게다가 무료급식을 지원받는다는 사실을 반 친구들에게 들키고 싶지 않은 마음도 컸습니다,게다가 무료 급씩을 지원 는. 나는 사을 반 친구들 되게 들키고⁇.⁇ 마음도 ⁇습니다 아,88.7,37,31,11,29.73
79,ko_test_0079.wav,8.88,4,대외변수에 실적 불안감까지 겹치면서 코스피 낙폭이 어느 정도 수준까지 이어질지 가늠하기도 어려운 상황이다,대회회⁇수 실적⁇한감⁇ 겹치면면서 비 나 이. 어느 정도 수 같이⁇지지?⁇⁇ 어려운운 아이다 아,87.5,46,34,26,56.52
