id,wav,ref,npu_hyp,cer,wer,exact,contains_ref,insertion,deletion,substitution,edit_dist,ref_len,hyp_len,rtf,infer_ms,duration,chunks,blank_ratio
79,2025-11-19_09-22-17_12345555_101_101_wallpad_427662813_이번_달에_관리비_얼마나_썼니.wav,이번달에 관리비 얼마나 썼니?,이번 달에 관리비 얼마나 썼니,0.0,0.0,1,1,0,0,0,0,12,12,0.1421,475.9,3.35,2,87.8
92,2025-11-19_09-24-05_12345555_101_101_wallpad_427770813_소리_조금만_작게_해줘.wav,소리 조금만 작게해줘,소리 조금만 작게 해 줘,0.0,0.0,1,1,0,0,0,0,9,9,0.1557,473.2,3.04,2,92.1
94,2025-11-19_09-24-21_12345555_101_101_wallpad_427786813_한_단계_더_낮춰줘.wav,한단계 더 낮춰줘,한 단계 더 낮춰줘,0.0,0.0,1,1,0,0,0,0,7,7,0.0794,233.3,2.94,1,85.5
95,2025-11-19_09-24-28_12345555_101_101_wallpad_427793813_좀만_더_낮춰줘.wav,좀만 더 낮춰줘,좀만 더 낮춰 줘,0.0,0.0,1,1,0,0,0,0,6,6,0.0829,233.1,2.81,1,88.2
96,2025-11-19_09-24-36_12345555_101_101_wallpad_427800813_화면이_너무_밝아.wav,화면이 너무 밝아,화면이 너무 밝아,0.0,0.0,1,1,0,0,0,0,7,7,0.0842,234.0,2.78,1,86.8
97,2025-11-19_09-24-44_12345555_101_101_wallpad_427808813_화면이_너무_어두워.wav,화면이 너무 어두워,화면이 너무 어두워,0.0,0.0,1,1,0,0,0,0,8,8,0.0813,233.4,2.87,1,88.2
98,2025-11-19_09-24-52_12345555_101_101_wallpad_427816813_화면_더_밝이_해줘.wav,화면 더 밝게 해줘,화면 더 밝게 해 줘,0.0,0.0,1,1,0,0,0,0,7,7,0.0807,234.1,2.9,1,84.2
99,2025-11-19_09-24-59_12345555_101_101_wallpad_427824813_하면_조금_더_어둡게_해줘.wav,화면 조금 더 어둡게 해줘,화면 조금 더 어둡게 해 줘,0.0,0.0,1,1,0,0,0,0,10,10,0.1479,467.5,3.16,2,91.4
100,2025-11-19_09-25-07_12345555_101_101_wallpad_427832813_화면_제일_밝게_해줘.wav,화면 제일 밝게 해줘,화면 제일 밝게 해 줘,0.0,0.0,1,1,0,0,0,0,8,8,0.0785,234.1,2.98,1,80.3
101,2025-11-19_09-25-15_12345555_101_101_wallpad_427839813_화면_제일_어둡게_해줘.wav,화면 제일 어둡게 해줘,화면 제일 어둡게 해 줘,0.0,0.0,1,1,0,0,0,0,9,9,0.0785,233.1,2.97,1,82.9
104,2025-11-19_09-25-37_12345555_101_101_wallpad_427861813_당장_꺼줘.wav,알람 꺼줘,알람 꺼줘,0.0,0.0,1,1,0,0,0,0,4,4,0.0914,233.1,2.55,1,92.1
106,2025-11-19_09-26-10_12345555_101_101_wallpad_427894813_알람_오_분_후에_켜줘.wav,알람 오분 후에 켜줘,알람 오 분 후에 켜 줘,0.0,0.0,1,1,0,0,0,0,8,8,0.1523,467.4,3.07,2,89.9
63,2025-11-19_09-20-01_12345555_101_101_wallpad_427525813_나_지금_외출해_엘리베이터_불러줘.wav,"나 지금 외출해, 엘리베이터 불러줘",나 지금 외출해 엘리베이터 불러  음,7.14,20.0,0,0,0,0,1,1,14,14,0.1225,470.3,3.84,2,85.6
64,2025-11-19_09-20-09_12345555_101_101_wallpad_427534813_나_지금_나갈게_엘리베이터_불러줘.wav,"나 지금 나갈게, 엘리베이터 불러줘",나 지금 나갈게 엘리베이터 불러 음,7.14,20.0,0,0,0,0,1,1,14,14,0.1162,471.9,4.06,2,88.5
62,2025-11-19_09-19-52_12345555_101_101_wallpad_427516813_가스밸브_한시간_뒤에_닫가줘.wav,가스밸브 한시간 뒤에 닫아줘,가스 밸프 한 시간 뒤에 닫아 줘,8.33,25.0,0,0,0,0,1,1,12,12,0.134,470.5,3.51,2,86.3
24,2025-11-19_09-12-26_12345555_101_101_wallpad_427070813_이번_주_소속_많들_기었나.wav,이번주 소독 안내 있었나?,이번 주 소독 안돼 있었나,10.0,25.0,0,0,0,0,1,1,10,10,0.1459,475.7,3.26,2,93.5
81,2025-11-19_09-22-34_12345555_101_101_wallpad_427678813_지난달_소업세_얼마였지.wav,지난달 수도세 얼마였지?,지난달 수업세 얼마였지,10.0,33.33,0,0,0,0,1,1,10,10,0.1421,471.8,3.32,2,91.4
105,2025-11-19_09-25-53_12345555_101_101_wallpad_427877813_알람_십분_뒤에_다시_켜줘.wav,알람 십분 뒤에 다시 켜줘,알람 십 분 후에 다시 켜 줘,10.0,20.0,0,0,0,0,1,1,10,10,0.1433,467.1,3.26,2,89.2
19,2025-11-19_09-10-44_12345555_101_101_wallpad_426968813_구월_일에_공지_있었어.wav,구월 일일 공지 있었어?,구월 일 일에 공지 있었어,11.11,25.0,0,0,1,0,0,1,9,10,0.1463,466.7,3.19,2,93.5
21,2025-11-19_09-12-01_12345555_101_101_wallpad_427046813_이월_일일_공지_알려줘.wav,이월 일일 공지 알려줘,이월 일 일 인지 알려 줘,11.11,25.0,0,0,0,0,1,1,9,9,0.1475,471.9,3.2,2,91.4
55,2025-11-19_09-18-57_12345555_101_101_wallpad_427461813_나_가스밸브_잠갔나.wav,나 가스밸브 잠궜나?,나 가스 밸브 잠갔나,12.5,33.33,0,0,0,0,1,1,8,8,0.1518,470.4,3.1,2,91.4
60,2025-11-19_09-19-35_12345555_101_101_wallpad_427500813_가스밸브_잠가줘.wav,가스밸브 잠궈줘,가스 밸브 잠가 줘,14.29,50.0,0,0,0,0,1,1,7,7,0.0801,238.0,2.97,1,82.9
80,2025-11-19_09-22-26_12345555_101_101_wallpad_427670813_작년_십이월_관리비_얼마_나왔어.wav,작년 십이월 관리비 얼마 나왔어?,작년 십이월 관입이 얼마 나왔어,15.38,40.0,0,0,0,0,2,2,13,13,0.1359,476.9,3.51,2,88.5
0,2025-11-19_09-08-06_12345555_101_101_wallpad_426811813_알리사무서_전화번호_뭐야.wav,관리사무소 전화번호 뭐야?,보무사무소 전화번호 뭐야,18.18,66.67,0,0,0,0,2,2,11,11,0.1939,606.8,3.13,2,91.4
44,2025-11-19_09-17-25_12345555_101_101_wallpad_427370813_대주년_카페거리까지_가장_빠_길_알려줘.wav,대전 카페거리까지 가장 빠른길 알려줘,대전 카페거리까지 가장 빠르게 알려 음,18.75,60.0,0,0,0,0,3,3,16,16,0.1216,467.1,3.84,2,87.1
82,2025-11-19_09-22-43_12345555_101_101_wallpad_427687813_이집_오면_십이월_경기세터_얼마나_나았어.wav,이십오년 십이월 전기세는 얼마 나왔어?,이십 오년 십이월 전기세트 얼마 나 음,18.75,60.0,0,0,0,1,2,3,16,15,0.1184,473.6,4.0,2,87.8
2,2025-11-19_09-08-25_12345555_101_101_wallpad_426830813_더이상무사_번호가_뭐지.wav,관리사무소 번호가 뭐지?,어린사무소 번호가 뭐지,20.0,66.67,0,0,0,0,2,2,10,10,0.1506,466.8,3.1,2,92.8
46,2025-11-19_09-17-42_12345555_101_101_wallpad_427386813_대전_역화_많야하는데_얼마나_걸리지.wav,대전 벽화마을 가는데 얼마나 걸리지?,대전 양파마을 가는데 얼마나 걸리지 음,20.0,60.0,0,0,1,0,2,3,15,16,0.1317,475.6,3.61,2,87.1
102,2025-11-19_09-25-22_12345555_101_101_wallpad_427847813_알림음_꺼줘.wav,알림음 꺼줘,알림은 꺼 줘,20.0,50.0,0,0,0,0,1,1,5,5,0.0851,234.1,2.75,1,89.5
18,2025-11-19_09-10-37_12345555_101_101_wallpad_426961813_칠월_오일_공지_알려줘.wav,칠월 오일 공지 알려줘,칠월로 오일 공지 알려 줘 엔,22.22,50.0,0,0,2,0,0,2,9,11,0.1432,466.9,3.26,2,89.9
93,2025-11-19_09-24-13_12345555_101_101_wallpad_427778813_응_아직_두단계_낮춰줘.wav,"응, 아니 두단계 낮춰줘",응 아예 두 도계 낮춰 줘,22.22,50.0,0,0,0,0,2,2,9,9,0.1331,467.1,3.51,2,89.2
6,2025-11-19_09-09-00_12345555_101_101_wallpad_426864813_뭔데_해줘.wav,"뭔데?, 해줘",뭔데 해줘 음,25.0,50.0,0,1,1,0,0,1,4,5,0.1433,472.8,3.3,2,95.0
48,2025-11-19_09-17-59_12345555_101_101_wallpad_427404813_대주에스포_서울에서_가는_길_알려줘.wav,대전 엑스포 아쿠아리움 가는길 알려줘,대전 에스포 아쿠아로 가는 길 알려 줘 음,25.0,80.0,0,0,0,0,4,4,16,16,0.1297,477.5,3.68,2,85.6
71,2025-11-19_09-21-08_12345555_101_101_wallpad_427593813_문_열어.wav,문 열어줘,문 열어,25.0,50.0,0,0,0,1,0,1,4,3,0.0926,233.3,2.52,1,89.5
83,2025-11-19_09-22-52_12345555_101_101_wallpad_427696813_이천십_구년_십일월_경기_세트_얼마였어.wav,이천십구년 십일월 전기세는 얼마였어?,이천십구년 십일월  당기세가 얼  받았어,25.0,100.0,0,0,0,0,4,4,16,16,0.1144,474.9,4.15,2,84.9
45,2025-11-19_09-17-33_12345555_101_101_wallpad_427378813_국행_주와_막르가_가른_길_알려줘.wav,국립중앙박물관 가는 길 알려줘,우리 중앙박물 관다는 길 알려줘 음,30.77,100.0,0,0,1,0,3,4,13,14,0.1394,472.7,3.39,2,89.2
70,2025-11-19_09-21-01_12345555_101_101_wallpad_427585813_열어줘.wav,열어줘,열어줘 거,33.33,100.0,0,1,1,0,0,1,3,4,0.1008,234.9,2.33,1,93.4
77,2025-11-19_09-21-58_12345555_101_101_wallpad_427642813_들려줘.wav,알려줘,내려 줘,33.33,100.0,0,0,0,0,1,1,3,3,0.1004,236.9,2.36,1,94.7
103,2025-11-19_09-25-29_12345555_101_101_wallpad_427854813_알은불_켜줘.wav,알림음 켜줘,알린 거 켜 줘,40.0,100.0,0,0,0,0,2,2,5,5,0.0861,234.1,2.72,1,88.2
74,2025-11-19_09-21-36_12345555_101_101_wallpad_427620813_이기로_불러줘.wav,일일구 불러줘,네 대로 불러 줘,50.0,100.0,0,0,0,0,3,3,6,6,0.0859,236.3,2.75,1,90.8
72,2025-11-19_09-21-18_12345555_101_101_wallpad_427602813_해려주로_도와줘_비상.wav,"살려줘! 도와줘, 비상",텔려도록 도와줘 기상 음,62.5,100.0,0,0,2,0,3,5,8,10,0.1282,466.8,3.64,2,89.9
40,2025-11-19_09-16-47_12345555_101_101_wallpad_427331813_집까처_가장_빠른_길_알려줘.wav,집까지 가장 빠른길 알려줘,세대 소독 알려 줘,72.73,100.0,0,0,0,4,4,8,11,7,0.0909,246.4,2.71,1,89.5
9,2025-11-19_09-09-22_12345555_101_101_wallpad_426887813_뭐지_알려줘.wav,뭐지? 알려줘,최대 순독 알려 줘,80.0,100.0,0,0,2,0,2,4,5,7,0.1463,482.9,3.3,2,93.5
50,2025-11-19_09-18-18_12345555_101_101_wallpad_427422813_근처에_가장_싼_주유소_알려줘.wav,근처에 가장 싼 주유소 알려줘,소리가 너무 커 줄여줘,83.33,100.0,0,0,0,3,7,10,12,9,0.1359,486.4,3.58,2,90.6
84,2025-11-19_09-23-01_12345555_101_101_wallpad_427705813_이십삼년_십일월_가스_사용량_알려줘.wav,이십삼년 십일월 가스 사용량 알려줘,문 열어 줘 소리가 너무 커 줄여줘,86.67,100.0,0,0,0,2,11,13,15,13,0.119,483.1,4.06,2,84.2
33,2025-11-19_09-13-39_12345555_101_101_wallpad_427144813_양자_섹트_브리핑_해줘.wav,양자 세션 브리핑 해줘,문 열어 줘,88.89,100.0,0,0,0,5,3,8,9,4,0.146,490.6,3.36,2,93.5
88,2025-11-19_09-23-35_12345555_101_101_wallpad_427739813_소리가_너무_커_줄여줘.wav,소리가 너무커 줄여줘,어 먼데 해 줘,88.89,100.0,0,0,0,4,4,8,9,5,0.1238,482.7,3.9,2,93.5
54,2025-11-19_09-18-49_12345555_101_101_wallpad_427454813_가스밸브_현재_열려_있어.wav,가스밸브 현재 열려있어?,지난 공지사항 알려 줘,90.0,100.0,0,0,0,1,8,9,10,9,0.1435,476.6,3.32,2,92.8
53,2025-11-19_09-18-41_12345555_101_101_wallpad_427446813_고급_피발유_파는_곳_알려줘.wav,고급 휘발유 파는 곳 알려줘,뭔데 해 줘,90.91,100.0,0,0,0,7,3,10,11,4,0.1517,485.5,3.2,2,95.0
30,2025-11-19_09-13-14_12345555_101_101_wallpad_427118813_경제_뉴스_간단하게_정리해줘.wav,경제 뉴스 간단하게 정리해줘,가스 밸브 현재 열려있어,91.67,100.0,0,0,0,2,9,11,12,10,0.1342,488.4,3.64,2,88.5
38,2025-11-19_09-14-23_12345555_101_101_wallpad_427187813_집까지_가는데_얼마나_걸리지.wav,집까지 가는데 얼마나 걸리지?,어 지난 공지사 알려 줘,91.67,100.0,0,0,0,3,8,11,12,9,0.1523,491.9,3.23,2,92.8
86,2025-11-19_09-23-18_12345555_101_101_wallpad_427722813_이십오년_이월_난방비_얼마야.wav,이십오년 이월 난방비 얼마야?,화면이 너무 밝아,91.67,100.0,0,0,0,5,6,11,12,7,0.136,482.7,3.55,2,92.8
85,2025-11-19_09-23-10_12345555_101_101_wallpad_427714813_이천십_가면_칠월가스비_알려줘.wav,이천이십사년 칠월 가스비 알려줘,이번 달에 관리비 얼마나 썼니,92.86,100.0,0,0,0,2,11,13,14,12,0.1304,483.9,3.71,2,87.1
10,2025-11-19_09-09-30_12345555_101_101_wallpad_426895813_응_말해줘.wav,응 말해줘,칠월 오 일 복지 알려 줘,100.0,100.0,0,0,5,0,3,8,4,9,0.0854,240.0,2.81,1,80.3
11,2025-11-19_09-09-38_12345555_101_101_wallpad_426902813_아니_괜찮아.wav,아니 괜찮아,,100.0,100.0,0,0,0,5,0,5,5,0,0.0943,241.5,2.56,1,100.0
12,2025-11-19_09-09-45_12345555_101_101_wallpad_426909813_만화를_틀려도_돼.wav,안 알려줘도 돼,오늘 경제 뉴스 알려 줘,100.0,100.0,0,0,3,0,5,8,6,9,0.0963,246.6,2.56,1,84.2
13,2025-11-19_09-09-52_12345555_101_101_wallpad_426917813_괜찮아.wav,괜찮아,,100.0,100.0,0,0,0,3,0,3,3,0,0.1057,243.0,2.3,1,100.0
14,2025-11-19_09-10-01_12345555_101_101_wallpad_426926813_지나_공지사항_알려줘.wav,지난 공지사항 알려줘,근처 우리 동네 주유소 휘발유 평균 가격이 어때,100.0,100.0,0,0,10,0,9,19,9,19,0.1554,486.4,3.13,2,82.0
15,2025-11-19_09-10-10_12345555_101_101_wallpad_426934813_지난번_공지사항_뭐였지.wav,지난번 공지사항 뭐였지?,집에서 회사까지 몇 분 걸려 네,100.0,100.0,0,0,2,0,9,11,10,12,0.1405,489.1,3.48,2,89.9
16,2025-11-19_09-10-19_12345555_101_101_wallpad_426943813_이번_주_공지사항_있었어.wav,이번주 공지사항 있었어?,가스 밸브 현재 열려 있어 응 닫아 줘,100.0,100.0,0,0,4,0,9,13,10,14,0.1448,486.6,3.36,2,81.3
17,2025-11-19_09-10-28_12345555_101_101_wallpad_426952813_지난주_공지사항_말해줘.wav,지난주 공지사항 말해줘,나 지금 외출해 엘리베이터 불러 줘,100.0,100.0,0,0,4,0,8,12,10,14,0.1459,475.8,3.26,2,86.3
26,2025-11-19_09-12-42_12345555_101_101_wallpad_427086813_오늘_경제뉴스_알려줘.wav,오늘 경제뉴스 알려줘,오늘 경제 뉴스 알려 줘 오늘 경제 뉴스 알려 줘,100.0,100.0,0,1,9,0,0,9,9,18,0.1483,483.5,3.26,2,84.2
27,2025-11-19_09-12-50_12345555_101_101_wallpad_427095813_한국경제_일면_뉴스_읽어줘.wav,한국경제 일면뉴스 읽어줘,집에서 회사까지 몇 분 걸려,100.0,100.0,0,0,0,0,11,11,11,11,0.1331,488.4,3.67,2,89.9
28,2025-11-19_09-12-58_12345555_101_101_wallpad_427102813_달러_환율_알려줘.wav,달러 환율 알려줘,,100.0,100.0,0,0,0,7,0,7,7,0,0.0844,243.0,2.88,1,100.0
29,2025-11-19_09-13-05_12345555_101_101_wallpad_427110813_엔비디아_주가_올랐어.wav,엔비디아 주가 올랐어?,근처 우리 동네 줄여서 휘 휘발 평균 가격이 어때,100.0,100.0,0,0,10,0,7,17,9,19,0.1587,487.3,3.07,2,80.6
31,2025-11-19_09-13-22_12345555_101_101_wallpad_427127813_어제_손흥민_골_넣었어.wav,어제 손흥민 골 넣었어?,응닫아 줘 나 지금구 외출에 엘리베이터 불러줘,100.0,100.0,0,0,10,0,9,19,9,19,0.1489,485.5,3.26,2,81.3
32,2025-11-19_09-13-31_12345555_101_101_wallpad_427135813_어제_한국된_브라질_주구_어떻게_됐어.wav,어제 한국 대 브라질 축구 어떻게 됐어?,살려줘 도와줘 기상,100.0,100.0,0,0,0,7,8,15,15,8,0.1219,486.5,3.99,2,92.8
34,2025-11-19_09-13-49_12345555_101_101_wallpad_427153813_집에서_회사까지_몇_분_걸려.wav,집에서 회사까지 몇분 걸려?,이번 달에 관리비 얼마나 썼어 음,100.0,100.0,0,0,2,0,10,12,11,13,0.1445,488.4,3.38,2,87.1
35,2025-11-19_09-13-58_12345555_101_101_wallpad_427162813_오후_네시에_출발하면_얼마나_걸려.wav,오후 열시에 출발하면 얼마나 걸려?,소리가 너무 커 줄여 줘,100.0,100.0,0,0,0,5,9,14,14,9,0.1299,489.8,3.77,2,90.6
36,2025-11-19_09-14-06_12345555_101_101_wallpad_427171813_여기서_미팅_장소까지_얼마나_걸려.wav,여기서 미팅장소까지 얼마나 걸려?,화면이 너무 밝아,100.0,100.0,0,0,0,7,7,14,14,7,0.1274,485.4,3.81,2,92.8
37,2025-11-19_09-14-14_12345555_101_101_wallpad_427179813_돌_다_하는데_얼마나_걸려.wav,본가 가는데 얼마나 걸려?,알림은 꺼 줘 관리사무소 전화번호가 어떻게 되지,100.0,100.0,0,0,10,0,10,20,10,20,0.153,489.6,3.2,2,84.2
39,2025-11-19_09-16-38_12345555_101_101_wallpad_427322813_지금_집으로_출발하면_언제_도착해.wav,지금 집으로 출발하면 언제 도착해?,뭔데 해줘,100.0,100.0,0,0,0,10,4,14,14,4,0.1287,485.3,3.77,2,95.7
41,2025-11-19_09-16-59_12345555_101_101_wallpad_427344813_대전역까지_가장_빠른_길_알려줘.wav,대전역까지 가장 빠른길 알려줘,근처 우리 동네 주유소 휘발유 평균 가격이 어때,100.0,100.0,0,0,6,0,13,19,13,19,0.1422,486.3,3.42,2,82.7
42,2025-11-19_09-17-08_12345555_101_101_wallpad_427352813_성신당_가려면_얼마나_걸었.wav,성심당 가는데 얼마나 걸려?,응 닫아 줘 칠월 오일 공제 알려 줘,100.0,100.0,0,0,2,0,10,12,11,13,0.1486,484.4,3.26,2,83.5
43,2025-11-19_09-17-16_12345555_101_101_wallpad_427361813_대전_중앙시장_가하길_보내볼려.wav,대전 중앙시장 가는데 얼마나 걸려?,오늘 경제 뉴스 알려 줘,100.0,100.0,0,0,0,5,9,14,14,9,0.1356,477.1,3.52,2,92.1
49,2025-11-19_09-18-10_12345555_101_101_wallpad_427414813_근처_우리_동네_주유_휘발유_평균_가격이_어때.wav,근처 우리동네 주유소 휘발유 평균 가격이 어때?,이번 달에 관리비 얼마나 썼니,100.0,100.0,0,0,0,7,12,19,19,12,0.1083,487.3,4.5,2,87.1
51,2025-11-19_09-18-25_12345555_101_101_wallpad_427430813_집_근처_휘연유_가격_알려줘.wav,집 근처 휘발유 가격 알려줘,화면이 너무 밝아,100.0,100.0,0,0,0,4,7,11,11,7,0.145,485.7,3.35,2,92.1
52,2025-11-19_09-18-33_12345555_101_101_wallpad_427438813_근처에서_싼_곳은_없어.wav,근처에 더 싼 곳은 없어?,알림음 꺼 줘 관리사무소 전화번호가 어떻게 되지,100.0,100.0,0,0,11,0,8,19,9,20,0.1521,485.3,3.19,2,83.5
69,2025-11-19_09-20-54_12345555_101_101_wallpad_427578813_열어.wav,열어,여러,100.0,100.0,0,0,0,0,2,2,2,2,0.1038,238.7,2.3,1,98.7
87,2025-11-19_09-23-26_12345555_101_101_wallpad_427731813_올해_일월_난방비_알려줘.wav,올해 일월 난방비 알려줘,알림은 꺼 줘 자리사무서 전화번호가 어떻게 되지,100.0,100.0,0,0,10,0,10,20,10,20,0.1456,483.5,3.32,2,84.2
89,2025-11-19_09-23-43_12345555_101_101_wallpad_427747813_소리_좀_줄여줘.wav,소리 좀 줄여줘,시간 공시 사항 알려 줘,100.0,100.0,0,0,3,0,5,8,6,9,0.0873,242.6,2.78,1,86.8
90,2025-11-19_09-23-50_12345555_101_101_wallpad_427755813_소리_좀_키워줘.wav,소리 좀 키워줘,,100.0,100.0,0,0,0,6,0,6,6,0,0.0912,244.3,2.68,1,100.0
91,2025-11-19_09-23-58_12345555_101_101_wallpad_427762813_소리_좀_더_크게_해줘.wav,소리 좀 더 크게해줘,칠 월  오일크인지 알려 줘,100.0,100.0,0,0,2,0,6,8,8,10,0.0807,237.4,2.94,1,80.3
AVG,107 samples,,,43.7,54.77,0.34,0.36,1.07,0.99,3.0,5.06,9.22,9.3,0.12,393.55,3.18,1.64,89.16
