id,wav,ref,npu_hyp,cer,wer,exact,contains_ref,insertion,deletion,substitution,edit_dist,ref_len,hyp_len,rtf,infer_ms,duration,chunks,blank_ratio
85,2025-11-19_09-23-10_12345555_101_101_wallpad_427714813_이천십_가면_칠월가스비_알려줘.wav,이천이십사년 칠월 가스비 알려줘,이천십사 년 칠 월  가트리 알려 줘 음,28.57,100.0,0,0,0,0,4,4,14,14,0.1257,466.5,3.71,2,82.7
5,2025-11-19_09-08-50_12345555_101_101_wallpad_426854813_관리수_전화번호_말해줘.wav,관리소 전화번호 말해줘,관리소 전화번호 말해 줘 감니다,30.0,100.0,0,1,3,0,0,3,10,13,0.1461,467.4,3.2,2,88.5
16,2025-11-19_09-10-19_12345555_101_101_wallpad_426943813_이번_주_공지사항_있었어.wav,이번주 공지사항 있었어?,이번 주 공지사항 있었어 감사합,30.0,100.0,0,1,3,0,0,3,10,13,0.1393,467.9,3.36,2,88.5
99,2025-11-19_09-24-59_12345555_101_101_wallpad_427824813_하면_조금_더_어둡게_해줘.wav,화면 조금 더 어둡게 해줘,화면 조금 더 어둡게 해줘 감사합,30.0,60.0,0,1,3,0,0,3,10,13,0.1477,466.7,3.16,2,86.3
67,2025-11-19_09-20-38_12345555_101_101_wallpad_427562813_엘리베이터_호출해줘.wav,엘리베이터 호출해줘,엘리베이터 호출해 줘 감사합,33.33,100.0,0,1,3,0,0,3,9,12,0.1508,467.5,3.1,2,84.9
70,2025-11-19_09-21-01_12345555_101_101_wallpad_427585813_열어줘.wav,열어줘,열어줘 뭐,33.33,100.0,0,1,1,0,0,1,3,4,0.1002,233.4,2.33,1,90.8
77,2025-11-19_09-21-58_12345555_101_101_wallpad_427642813_들려줘.wav,알려줘,들려줘,33.33,100.0,0,0,0,0,1,1,3,3,0.0991,234.0,2.36,1,96.1
92,2025-11-19_09-24-05_12345555_101_101_wallpad_427770813_소리_조금만_작게_해줘.wav,소리 조금만 작게해줘,소리 조금만 작게 해 줘 네니다,33.33,100.0,0,1,3,0,0,3,9,12,0.154,468.1,3.04,2,89.2
42,2025-11-19_09-17-08_12345555_101_101_wallpad_427352813_성신당_가려면_얼마나_걸었.wav,성심당 가는데 얼마나 걸려?,통팀 나 가는데 얼마나 걸려 네,36.36,100.0,0,0,1,0,3,4,11,12,0.1445,471.2,3.26,2,87.8
57,2025-11-19_09-19-12_12345555_101_101_wallpad_427477813_가스밸브_열려_있어.wav,가스밸브 열려있어?,가스 밸브 열려있어 네니다,37.5,100.0,0,1,3,0,0,3,8,11,0.154,468.2,3.04,2,87.8
14,2025-11-19_09-10-01_12345555_101_101_wallpad_426926813_지나_공지사항_알려줘.wav,지난 공지사항 알려줘,지단 공지사항 알려 줘 감사합,44.44,100.0,0,0,3,0,1,4,9,12,0.1491,466.6,3.13,2,87.8
18,2025-11-19_09-10-37_12345555_101_101_wallpad_426961813_칠월_오일_공지_알려줘.wav,칠월 오일 공지 알려줘,신라로 오일 공지 알려 줘 네,44.44,100.0,0,0,2,0,2,4,9,11,0.1434,467.6,3.26,2,90.6
34,2025-11-19_09-13-49_12345555_101_101_wallpad_427153813_집에서_회사까지_몇_분_걸려.wav,집에서 회사까지 몇분 걸려?,집에서 회사까지 몇 분 걸려 감사합니다,45.45,100.0,0,1,5,0,0,5,11,16,0.1385,468.1,3.38,2,84.2
40,2025-11-19_09-16-47_12345555_101_101_wallpad_427331813_집까처_가장_빠른_길_알려줘.wav,집까지 가장 빠른길 알려줘,집값 가장 빠르게 달려 줘,45.45,100.0,0,0,0,1,4,5,11,10,0.0866,234.7,2.71,1,78.9
45,2025-11-19_09-17-33_12345555_101_101_wallpad_427378813_국행_주와_막르가_가른_길_알려줘.wav,국립중앙박물관 가는 길 알려줘,우리행 주앙박물관 가 길 알려 줘 음,46.15,100.0,0,0,1,0,5,6,13,14,0.1379,467.5,3.39,2,86.3
2,2025-11-19_09-08-25_12345555_101_101_wallpad_426830813_더이상무사_번호가_뭐지.wav,관리사무소 번호가 뭐지?,관리사무소 번호가 뭐지 감사합니다,50.0,100.0,0,1,5,0,0,5,10,15,0.1506,466.8,3.1,2,86.3
4,2025-11-19_09-08-42_12345555_101_101_wallpad_426846813_관리소_전화번호_알려줘.wav,관리소 전화번호 알려줘,관리소 전화번호 알려 줘 감사합니다,50.0,100.0,0,1,5,0,0,5,10,15,0.1494,467.5,3.13,2,84.9
6,2025-11-19_09-09-00_12345555_101_101_wallpad_426864813_뭔데_해줘.wav,"뭔데?, 해줘",뭔데 해 주 어,50.0,100.0,0,0,1,0,1,2,4,5,0.1419,468.3,3.3,2,94.2
72,2025-11-19_09-21-18_12345555_101_101_wallpad_427602813_해려주로_도와줘_비상.wav,"살려줘! 도와줘, 비상",훈려 좀 도와줘 기상 음,50.0,100.0,0,0,1,0,3,4,8,9,0.1285,467.7,3.64,2,89.2
74,2025-11-19_09-21-36_12345555_101_101_wallpad_427620813_이기로_불러줘.wav,일일구 불러줘,네대로 불러 줘,50.0,100.0,0,0,0,0,3,3,6,6,0.085,233.8,2.75,1,90.8
105,2025-11-19_09-25-53_12345555_101_101_wallpad_427877813_알람_십분_뒤에_다시_켜줘.wav,알람 십분 뒤에 다시 켜줘,알람 십 분 뒤에 다시 켜 줘 감사합니다,50.0,100.0,0,1,5,0,0,5,10,15,0.1436,468.1,3.26,2,84.2
53,2025-11-19_09-18-41_12345555_101_101_wallpad_427446813_고급_피발유_파는_곳_알려줘.wav,고급 휘발유 파는 곳 알려줘,고급 휘발유 하는 곳 알려 줘 네사합니다,54.55,100.0,0,0,5,0,1,6,11,16,0.1463,468.2,3.2,2,84.9
31,2025-11-19_09-13-22_12345555_101_101_wallpad_427127813_어제_손흥민_골_넣었어.wav,어제 손흥민 골 넣었어?,어제 손흥민 골 넣었어 감사합니다,55.56,100.0,0,1,5,0,0,5,9,14,0.1431,466.6,3.26,2,82.0
52,2025-11-19_09-18-33_12345555_101_101_wallpad_427438813_근처에서_싼_곳은_없어.wav,근처에 더 싼 곳은 없어?,근처에 더 싼 곳은 없어 감사합니다,55.56,100.0,0,1,5,0,0,5,9,14,0.1463,466.8,3.19,2,83.5
93,2025-11-19_09-24-13_12345555_101_101_wallpad_427778813_응_아직_두단계_낮춰줘.wav,"응, 아니 두단계 낮춰줘",응 아예 주도계 맞춰 줘 네,55.56,100.0,0,0,1,0,4,5,9,10,0.133,466.7,3.51,2,89.9
9,2025-11-19_09-09-22_12345555_101_101_wallpad_426887813_뭐지_알려줘.wav,뭐지? 알려줘,뭐지 알려 줘 감니다,60.0,100.0,0,1,3,0,0,3,5,8,0.1415,467.1,3.3,2,92.1
106,2025-11-19_09-26-10_12345555_101_101_wallpad_427894813_알람_오_분_후에_켜줘.wav,알람 오분 후에 켜줘,알람 오 분 후에 켜 줘 감사합니다,62.5,100.0,0,1,5,0,0,5,8,13,0.1523,467.5,3.07,2,82.0
0,2025-11-19_09-08-06_12345555_101_101_wallpad_426811813_알리사무서_전화번호_뭐야.wav,관리사무소 전화번호 뭐야?,아사무소 전화번호 뭐야 감사합니다,63.64,100.0,0,0,4,0,3,7,11,15,0.1491,466.7,3.13,2,84.2
62,2025-11-19_09-19-52_12345555_101_101_wallpad_427516813_가스밸브_한시간_뒤에_닫가줘.wav,가스밸브 한시간 뒤에 닫아줘,스마트 맥도 한 시간 뒤에다놔 줘 음,66.67,100.0,0,0,2,0,6,8,12,14,0.1331,467.0,3.51,2,82.7
24,2025-11-19_09-12-26_12345555_101_101_wallpad_427070813_이번_주_소속_많들_기었나.wav,이번주 소독 안내 있었나?,이번 주 소독 반돼 있었나 감사합니다,70.0,100.0,0,0,5,0,2,7,10,15,0.1433,467.2,3.26,2,87.8
AVG,107 samples,,,19.7,47.08,0.27,0.6,1.11,0.05,0.77,1.93,9.22,10.29,0.12,384.38,3.18,1.64,86.92
