id,wav,gt,npu,duration,chunks,infer_ms,cer,gt_len,npu_len,blank_ratio,edit_dist
138,7F_HJY_results_9.27_top30_avg_26.95/HJY_2025-11-19_09-13-31_12345555_101_101_wallpad_427135813_어제_한국된_브라질_주구_어떻게_됐어.wav,어제한국대브라질축구어떻게됐어?,어제 한국 대 브라질 축구 어떻게 됐 오,3.99,2,467.1,6.67,15,15,86.3,1
248,modelhouse_2m_noheater_results_3.59_top30_avg_6.10/jy_2025-12-02_15-03-15_12345567_101_105_wallpad_1571319813_관리사무소_전화번호가_어떻게_되지.mp3,관리사무소전화번호가어떻게되지?,관리사무소 전화번호가 어떻게 되 어,3.93,2,467.6,6.67,15,15,90.6,1
253,modelhouse_2m_noheater_results_3.59_top30_avg_6.10/sk_2025-12-02_14-53-41_12345567_101_105_wallpad_1570745813_관리사무소_전화번호가_어떻게_되지.mp3,관리사무소전화번호가어떻게되지?,관리사무소 전화번호가 어떻게 되지 오,3.04,2,466.4,6.67,15,16,89.9,1
275,modelhouse_2m_results_8.51_top30_avg_14.48/sk_2025-12-02_14-37-10_12345567_101_105_wallpad_1803262320_알리사고_전화번호가_어떻게_되지.mp3,관리사무소전화번호가어떻게되지?,관리사무소 전화번호가 어떻게 되지 우,3.04,2,466.5,6.67,15,16,88.5,1
125,7F_HJY_results_9.27_top30_avg_26.95/HJY_2025-11-19_09-17-16_12345555_101_101_wallpad_427361813_대전_중앙시장_가하길_보내볼려.wav,대전중앙시장가는데얼마나걸려?,대전중앙시장 가는데 얼마나 걸려 음,3.52,2,466.1,7.14,14,15,88.5,1
100,012_results_4.86_top30_avg_37.73/S00011220_0029.wav,시간을좀늘려줄수는없나요,시간을 좀 늘려줄 수 없나요,1.74,1,233.5,8.33,12,11,84.2,1
147,7F_HJY_results_9.27_top30_avg_26.95/HJY_2025-11-19_09-08-16_12345555_101_101_wallpad_426820813_관리사무서_전화번호_알려줘.wav,관리사무소전화번호알려줘,관리사무소 전화번호 알려 줘 음,3.32,2,465.6,8.33,12,13,89.2,1
290,modelhouse_2m_results_8.51_top30_avg_14.48/sk_2025-12-02_14-39-45_12345567_101_105_wallpad_1803417320_이번_달에_관립비_얼마나_썼니.mp3,이번달에관리비얼마나썼니?,이번 달에 관리비 얼마나 썼니 둘,3.74,2,467.2,8.33,12,13,86.3,1
327,modelhouse_3m_results_15.72_top30_avg_26.55/3m_2025-12-02_13-41-50_12345567_101_105_wallpad_1799942320_이번_달에_발일비_얼마나_썼니.mp3,이번달에관리비얼마나썼니?,이번 달에 관리비 얼마나 썼니 둘,3.67,2,467.0,8.33,12,13,87.1,1
291,modelhouse_2m_results_8.51_top30_avg_14.48/sk_2025-12-02_14-38-25_12345567_101_105_wallpad_1803337320_집에서_회사까지_몇_분_걸려.mp3,집에서회사까지몇분걸려?,집에서 회사까지 몇 분 걸려 에,3.45,2,466.3,9.09,11,12,89.2,1
297,modelhouse_2m_results_8.51_top30_avg_14.48/nk_2025-12-02_14-45-42_12345567_101_105_wallpad_1570266813_집에서_회사까지_몇_분_걸려.mp3,집에서회사까지몇분걸려?,집에서 회사까지 몇 분 걸려 둘,3.58,2,466.6,9.09,11,12,89.9,1
164,7F_KSK_results_2.66_top30_avg_9.59/KSK_12345555_101_101_wallpad_346447813_2025-11-18_10:48:42_창태서까지_얼마나_걸려.wav,장태산까지얼마나걸려?,장태사까지 얼마나 걸려,2.41,1,234.4,10.0,10,10,85.5,1
177,7F_KSK_results_2.66_top30_avg_9.59/KSK_12345555_101_101_wallpad_346078813_2025-11-18_10:42:33_관리소_전화번호_알려줘.wav,관리소전화번호알려줘,관리소 전화번호 알려줘 따,2.06,1,232.9,10.0,10,11,84.2,1
260,modelhouse_2m_noheater_results_3.59_top30_avg_6.10/sk_2025-12-02_14-55-19_12345567_101_105_wallpad_1570843813_가스밸브_현태_열려있어.mp3,가스밸브현재열려있어?,스 밸브 현재 열려 있어,2.62,1,233.9,10.0,10,9,81.6,1
325,modelhouse_3m_results_15.72_top30_avg_26.55/3m_2025-12-02_14-22-43_12345567_101_105_wallpad_1802395320_가스밸브_현재_열려_있어.mp3,가스밸브현재열려있어?,가스 밸브 현재 열려 있어 네,3.32,2,466.4,10.0,10,11,89.2,1
111,012_results_4.86_top30_avg_37.73/S00000353_0038.wav,제일먼저증권어플을깔아야겠죠맞습니다,제일 먼저 증권 어플을 깔아야겠죠 맞 다,3.37,2,466.8,11.11,18,16,84.9,2
117,012_results_4.86_top30_avg_37.73/S00001559_0022.wav,보니까은행가서신청할수있는것같긴한데,보니까 은행 가서도 신청할 수 있는 거 같긴 한데,3.93,2,467.4,11.11,18,19,87.1,2
151,7F_KSK_results_2.66_top30_avg_9.59/KSK_12345555_101_101_wallpad_346806813_2025-11-18_10:54:42_응_안이_두_단계_낮춰줘.wav,응아니두단계낮춰줘,응 아니 두 단계 낮춰 줘얼,1.86,1,233.8,11.11,9,10,78.9,1
160,7F_KSK_results_2.66_top30_avg_9.59/KSK_12345555_101_101_wallpad_346185813_2025-11-18_10:44:20_구월_일일공주_있었어.wav,구월일일공지있었어?,구 월 일 일 공지 있었어 어,2.26,1,233.0,11.11,9,10,85.5,1
251,modelhouse_2m_noheater_results_3.59_top30_avg_6.10/nk_2025-12-02_14-59-49_12345567_101_105_wallpad_1571113813_소리가_너무_커_줄여줘.mp3,소리가너무커줄여줘,소리가 너무 커 줄여 줘  오,3.26,2,466.2,11.11,9,10,89.2,1
264,modelhouse_2m_noheater_results_3.59_top30_avg_6.10/sk_2025-12-02_14-56-09_12345567_101_105_wallpad_1570893813_소리가_너무_커_줄여줘.mp3,소리가너무커줄여줘,소리가 너무 커 줄여 줘 우,3.19,2,467.4,11.11,9,10,89.2,1
284,modelhouse_2m_results_8.51_top30_avg_14.48/jy_2025-12-02_14-50-57_12345567_101_105_wallpad_1570581813_소리가_너무_커_들려줘.mp3,소리가너무커줄여줘,소리가 너무 커 줄여줘 으,3.22,2,467.0,11.11,9,10,89.9,1
287,modelhouse_2m_results_8.51_top30_avg_14.48/nk_2025-12-02_14-45-17_12345567_101_105_wallpad_1570241813_오늘_경제_뉴스_알려줘.mp3,오늘경제뉴스알려줘,오늘 경제 뉴스 알려 줘 우,3.29,2,466.2,11.11,9,10,89.2,1
292,modelhouse_2m_results_8.51_top30_avg_14.48/nk_2025-12-02_14-47-03_12345567_101_105_wallpad_1570347813_소리가_너무_커_줄여줘.mp3,소리가너무커줄여줘,소리가 너무 커 줄여 줘 둘,3.42,2,466.3,11.11,9,10,89.2,1
294,modelhouse_2m_results_8.51_top30_avg_14.48/nk_2025-12-02_14-44-51_12345567_101_105_wallpad_1570215813_지난_공지사항_알려줘.mp3,지난공지사항알려줘,지난 공기사항 알려 줘,3.13,2,467.1,11.11,9,9,92.1,1
295,modelhouse_2m_results_8.51_top30_avg_14.48/nk_2025-12-02_14-45-00_12345567_101_105_wallpad_1570224813_칠월_오일_공지_알려줘.mp3,칠월오일공지알려줘,칠 월 오 일  공지 알려 줘 둘,3.36,2,466.4,11.11,9,10,86.3,1
316,modelhouse_3m_results_15.72_top30_avg_26.55/3m_2025-12-02_14-14-47_12345567_101_105_wallpad_1801919320_진도_공지사_알려줘.mp3,지난공지사항알려줘,지난 공지사항 알려 줘 음,3.19,2,467.8,11.11,9,10,91.4,1
324,modelhouse_3m_results_15.72_top30_avg_26.55/3m_2025-12-02_13-43-21_12345567_101_105_wallpad_1800033320_소리가_너무_슬퍼_줄여지.mp3,소리가너무커줄여줘,소리가 너무 커 줄어줘,2.87,1,233.7,11.11,9,9,84.2,1
104,012_results_4.86_top30_avg_37.73/S00018124_0020.wav,백원짜리물건있나요오만원채우게요,백 원짜리 물건 있나요 오만 원 채육이요,1.97,1,233.5,12.5,16,16,73.7,2
172,7F_KSK_results_2.66_top30_avg_9.59/KSK_12345555_101_101_wallpad_346722813_2025-11-18_10:53:17_이십오년_십이월_전기세는_얼마_나왔어.wav,이십오년십이월전기세는얼마나왔어?,이십 오 년 십 이 월 정기세는 얼마 마 나왔어,3.19,2,465.9,12.5,16,17,84.2,2
215,eval_other_p_results_9.54_top30_avg_69.09/eval_other_wav_KsponSpeech_E04526.wav,안받나그래서되게,안 봤나 그래서 되게,1.22,1,233.0,12.5,8,8,92.1,1
266,modelhouse_2m_noheater_results_3.59_top30_avg_6.10/nk_2025-12-02_14-59-30_12345567_101_105_wallpad_1571094813_살려줘_도와줘_비상.mp3,살려줘도와줘비상,살려줘 도와줘 비상 에,3.38,2,465.8,12.5,8,9,90.6,1
277,modelhouse_2m_results_8.51_top30_avg_14.48/sk_2025-12-02_14-39-31_12345567_101_105_wallpad_1803403320_살려줘_모아줘_기상.mp3,살려줘도와줘비상,살려줘 도와줘 기상,2.98,1,233.2,12.5,8,8,86.8,1
286,modelhouse_2m_results_8.51_top30_avg_14.48/jy_2025-12-02_14-50-40_12345567_101_105_wallpad_1570565813_살려줘_도와줘_비상.mp3,살려줘도와줘비상,살려줘 도와줘 비상 음,3.64,2,467.0,12.5,8,9,92.1,1
296,modelhouse_2m_results_8.51_top30_avg_14.48/nk_2025-12-02_14-46-45_12345567_101_105_wallpad_1570329813_살려줘_도와줘_비상.mp3,살려줘도와줘비상,살려줘 도와줘 비상 에,3.58,2,467.5,12.5,8,9,91.4,1
302,modelhouse_3m_results_15.72_top30_avg_26.55/3m_2025-12-02_14-06-46_12345567_101_105_wallpad_1801438320_살려주고_구워서_기상.mp3,살려줘도와줘비상,살려줘 도와줘 비상  네,3.38,2,466.9,12.5,8,9,91.4,1
126,7F_HJY_results_9.27_top30_avg_26.95/HJY_2025-11-19_09-17-42_12345555_101_101_wallpad_427386813_대전_역화_많야하는데_얼마나_걸리지.wav,대전벽화마을가는데얼마나걸리지?,대전 백화마을 가는데 얼마나 걸리지 음,3.61,2,466.6,13.33,15,16,86.3,2
169,7F_KSK_results_2.66_top30_avg_9.59/KSK_12345555_101_101_wallpad_346740813_2025-11-18_10:53:35_이십삼년_십일월_가스_상용량_알려줘.wav,이십삼년십일월가스사용량알려줘,이십 삼 년 십 일 월 가스 사용량 알려줄게,2.53,1,233.9,13.33,15,16,75.0,2
241,modelhouse_2m_noheater_results_3.59_top30_avg_6.10/nk_2025-12-02_14-57-37_12345567_101_105_wallpad_1570981813_관리사무소_전화번호가_어떻게_되지.mp3,관리사무소전화번호가어떻게되지?,관리사무소문화번호가 어떻게 되지 에,3.58,2,467.3,13.33,15,16,88.5,2
306,modelhouse_3m_results_15.72_top30_avg_26.55/3m_2025-12-02_13-27-08_12345567_101_105_wallpad_1799059320_간이_사호소_저자_선수가_어떻게_되지.mp3,관리사무소전화번호가어떻게되지?,자리사무서 전화번호가 어떻게 되지,3.87,2,466.4,13.33,15,15,89.9,2
321,modelhouse_3m_results_15.72_top30_avg_26.55/3m_2025-12-02_13-54-08_12345567_101_105_wallpad_1800680320_거래상소_전화번호가_어떻게_되지.mp3,관리사무소전화번호가어떻게되지?,관리사무소 번화번호가 어떻게 되지  오,3.58,2,466.6,13.33,15,16,89.2,2
37,009_results_9.97_top30_avg_61.27/S001061_000419.wav,경제력에관한건,경제력에 관한 건 국,1.82,1,233.9,14.29,7,8,89.5,1
47,009_results_9.97_top30_avg_61.27/S001029_000251.wav,설득하러갔다가,철득하러 갔다가,1.88,1,234.1,14.29,7,7,86.8,1
110,012_results_4.86_top30_avg_37.73/S00011472_0013.wav,삭제는안됩니다,숙제는 안 됩니다,1.12,1,233.6,14.29,7,7,89.5,1
131,7F_HJY_results_9.27_top30_avg_26.95/HJY_2025-11-19_09-19-04_12345555_101_101_wallpad_427469813_가스밸브_잠갔나.wav,가스밸브잠궜나?,가스 밸브 잠갔나,2.91,1,233.2,14.29,7,7,85.5,1
148,7F_HJY_results_9.27_top30_avg_26.95/HJY_2025-11-19_09-12-18_12345555_101_101_wallpad_427062813_세계소독_알려줘.wav,세대소독알려줘,최대소독 알려 줘,2.88,1,234.0,14.29,7,7,88.2,1
149,7F_HJY_results_9.27_top30_avg_26.95/HJY_2025-11-19_09-20-29_12345555_101_101_wallpad_427553813_엘들_빨리_불러줘.wav,엘베빨리불러줘,엘배 빨리 불러 줘,2.94,1,232.9,14.29,7,7,82.9,1
261,modelhouse_2m_noheater_results_3.59_top30_avg_6.10/sk_2025-12-02_14-55-37_12345567_101_105_wallpad_1570860813_나_지금_외출해_엘리베이터_불러줘.mp3,나지금외출해엘리베이터불러줘,나 지금 외출해 엘리베이터 불 불러줘 으,4.12,2,466.5,14.29,14,16,84.9,2
265,modelhouse_2m_noheater_results_3.59_top30_avg_6.10/sk_2025-12-02_14-56-17_12345567_101_105_wallpad_1570901813_화면이_너무_밝아.mp3,화면이너무밝아,화면이 너무 밝아응,2.62,1,233.2,14.29,7,8,85.5,1
281,modelhouse_2m_results_8.51_top30_avg_14.48/nk_2025-12-02_14-47-12_12345567_101_105_wallpad_1570356813_화면이_너무_밝아.mp3,화면이너무밝아,화면이 너무 밝아 둘,3.17,2,467.4,14.29,7,8,92.1,1
283,modelhouse_2m_results_8.51_top30_avg_14.48/nk_2025-12-02_14-45-08_12345567_101_105_wallpad_1570232813_최대_소독_알려줘.mp3,세대소독알려줘,세계 소독 알려 줘,2.88,1,233.3,14.29,7,7,88.2,1
311,modelhouse_3m_results_15.72_top30_avg_26.55/3m_2025-12-02_13-58-53_12345567_101_105_wallpad_1800965320_최외_소속_알려줘.mp3,세대소독알려줘,세계 소독 알려 줘,2.85,1,233.3,14.29,7,7,88.2,1
320,modelhouse_3m_results_15.72_top30_avg_26.55/3m_2025-12-02_14-16-32_12345567_101_105_wallpad_1802023320_최대_도속_알려줘.mp3,세대소독알려줘,세대소업 알려줘,2.91,1,234.1,14.29,7,7,90.8,1
288,modelhouse_2m_results_8.51_top30_avg_14.48/jy_2025-12-02_14-49-57_12345567_101_105_wallpad_1570521813_근처_우리_동네_주유소_휘발유_평균_가격이었때.mp3,근처우리동네주유소휘발유평균가격이어때?,근처 우리 동네 주유소 휘 발 평균 가격이 안돼,5.25,2,467.5,15.79,19,18,83.5,3
22,007_results_5.76_top30_avg_53.38/S038587_0002.wav,제가개월수를,내가 개월 수를,2.2,1,233.0,16.67,6,6,93.4,1
237,eval_other_p_results_9.54_top30_avg_69.09/eval_other_wav_KsponSpeech_E04278.wav,근데사려야지시야가없으면,근데 사려야지 시약 없으면,1.85,1,233.2,16.67,12,11,88.2,2
247,modelhouse_2m_noheater_results_3.59_top30_avg_6.10/sk_2025-12-02_14-56-00_12345567_101_105_wallpad_1570884813_이번_달에_발립비_얼마나_썼니.mp3,이번달에관리비얼마나썼니?,이번 달에 관리비 얼마나 었니 으,3.8,2,466.2,16.67,12,13,85.6,2
289,modelhouse_2m_results_8.51_top30_avg_14.48/nk_2025-12-02_14-46-54_12345567_101_105_wallpad_1570338813_이번_달에_관리비_얼마나_썼어.mp3,이번달에관리비얼마나썼니?,이번 달에 관리비 얼마나 썼어 음,3.93,2,466.9,16.67,12,13,87.1,2
101,012_results_4.86_top30_avg_37.73/S00013276_0026.wav,그럼한자성어교교재도같이추가해주세요그럼추가금얼마정도발생하나요,럼 한자 성 교재도 같이 추가해주세럼 추가금이 얼마 정도 발생하나요,4.75,2,466.7,18.75,32,28,78.4,6
134,7F_HJY_results_9.27_top30_avg_26.95/HJY_2025-11-19_09-22-43_12345555_101_101_wallpad_427687813_이집_오면_십이월_경기세터_얼마나_나았어.wav,이십오년십이월전기세는얼마나왔어?,이십 오년 십이월 정기세드 얼마 나 어,4.0,2,466.5,18.75,16,15,87.1,3
142,7F_HJY_results_9.27_top30_avg_26.95/HJY_2025-11-19_09-17-25_12345555_101_101_wallpad_427370813_대주년_카페거리까지_가장_빠_길_알려줘.wav,대전카페거리까지가장빠른길알려줘,대전 카페거리까지 가장 빠르게 알려,3.84,2,466.1,18.75,16,15,87.8,3
97,012_results_4.86_top30_avg_37.73/S00000773_0021.wav,그때는이제,그때는 이제 그,1.24,1,233.5,20.0,5,6,93.4,1
130,7F_HJY_results_9.27_top30_avg_26.95/HJY_2025-11-19_09-12-26_12345555_101_101_wallpad_427070813_이번_주_소속_많들_기었나.wav,이번주소독안내있었나?,이번 주 소독 안 돼 있었나  오,3.26,2,466.2,20.0,10,11,91.4,2
140,7F_HJY_results_9.27_top30_avg_26.95/HJY_2025-11-19_09-08-25_12345555_101_101_wallpad_426830813_더이상무사_번호가_뭐지.wav,관리사무소번호가뭐지?,어리사무소 번호가 뭐지  오,3.1,2,466.8,20.0,10,11,91.4,2
141,7F_HJY_results_9.27_top30_avg_26.95/HJY_2025-11-19_09-09-38_12345555_101_101_wallpad_426902813_아니_괜찮아.wav,아니괜찮아,아니 괜찮아응,2.56,1,233.0,20.0,5,6,90.8,1
217,eval_other_p_results_9.54_top30_avg_69.09/eval_other_wav_KsponSpeech_E05098.wav,백오만원에,백 오만 원에 음,0.84,1,233.1,20.0,5,6,89.5,1
