id,wav,ref,npu_hyp,cer,wer,exact,contains_ref,insertion,deletion,substitution,edit_dist,ref_len,hyp_len,rtf,infer_ms,duration,chunks,blank_ratio
5,12345555_101_101_wallpad_346078813_2025-11-18_10:42:33_관리소_전화번호_알려줘.wav,관리소 전화번호 알려줘,관리소 전화번호 알려줘따줘,20.0,33.33,0,1,2,0,0,2,10,12,0.1136,234.1,2.06,1,84.2
10,12345555_101_101_wallpad_346112813_2025-11-18_10:43:08_뭐지_알려줘.wav,뭐지? 알려줘,뭐지 알려줘 어,20.0,100.0,0,1,1,0,0,1,5,6,0.2012,233.4,1.16,1,92.1
16,12345555_101_101_wallpad_346154813_2025-11-18_10:43:49_지난번_공지사항_뭐였지.wav,지난번 공지사항 뭐였지?,지난번 공지사항 뭐였지 어어,20.0,66.67,0,1,2,0,0,2,10,12,0.1188,234.1,1.97,1,84.2
25,12345555_101_101_wallpad_346225813_2025-11-18_10:45:00_이번_주_소독_안내_있었나.wav,이번주 소독 안내 있었나?,이번 주 소독 안내 있었나 그거,20.0,100.0,0,1,2,0,0,2,10,12,0.1235,233.4,1.89,1,86.8
74,12345555_101_101_wallpad_346659813_2025-11-18_10:52:15_빨리_도와줘.wav,빨리 도와줘,빨리 도와줘 새,20.0,50.0,0,1,1,0,0,1,5,6,0.238,233.2,0.98,1,85.5
64,12345555_101_101_wallpad_346589813_2025-11-18_10:51:05_나_지금_외출해_엘리베이터_불러줘.wav,"나 지금 외출해, 엘리베이터 불러줘",나 지금 외출해 엘리베이터 불러줘 주해 줘,21.43,60.0,0,1,3,0,0,3,14,17,0.1015,233.4,2.3,1,71.1
65,12345555_101_101_wallpad_346597813_2025-11-18_10:51:13_나_지금_나갈게_엘리베이터_불러줘.wav,"나 지금 나갈게, 엘리베이터 불러줘",나 지금 나갈게 엘리베이터 불 몰라죠,21.43,60.0,0,0,1,0,2,3,14,15,0.1501,466.9,3.11,2,87.8
15,12345555_101_101_wallpad_346146813_2025-11-18_10:43:41_지난_공지사항_알려줘.wav,지난 공지사항 알려줘,지난 공지사항 알려줘빨려,22.22,33.33,0,1,2,0,0,2,9,11,0.1333,233.2,1.75,1,85.5
19,12345555_101_101_wallpad_346177813_2025-11-18_10:44:13_칠월_오일_공지_알려줘.wav,칠월 오일 공지 알려줘,칠 월 오 일 공지 알려줬고,22.22,100.0,0,0,1,0,1,2,9,10,0.1208,233.1,1.93,1,81.6
22,12345555_101_101_wallpad_346201813_2025-11-18_10:44:37_이월_일일_공지_알려줘.wav,이월 일일 공지 알려줘,이 월 일 일 공제 알려줘 오,22.22,100.0,0,0,1,0,1,2,9,10,0.1005,233.2,2.32,1,84.2
34,12345555_101_101_wallpad_346322813_2025-11-18_10:46:37_양자_섹션_브리핑_해줘.wav,양자 세션 브리핑 해줘,양자 세션 브리핑해 줘  오즈,22.22,75.0,0,1,2,0,0,2,9,11,0.1005,233.2,2.32,1,76.3
89,12345555_101_101_wallpad_346772813_2025-11-18_10:54:08_소리가_너무_커_줄여줘.wav,소리가 너무커 줄여줘,소리가 너무 커 줄여줘  어줘,22.22,100.0,0,1,2,0,0,2,9,11,0.1173,233.4,1.99,1,80.3
93,12345555_101_101_wallpad_346799813_2025-11-18_10:54:34_소리_조금만_작게_해줘.wav,소리 조금만 작게해줘,소리 조금만 작게 해 줘혹돼,22.22,100.0,0,1,2,0,0,2,9,11,0.1535,233.3,1.52,1,82.9
7,12345555_101_101_wallpad_346093813_2025-11-18_10:42:48_뭔데_해줘.wav,"뭔데?, 해줘",뭔데 해줘 내,25.0,100.0,0,1,1,0,0,1,4,5,0.2063,233.1,1.13,1,90.8
31,12345555_101_101_wallpad_346297813_2025-11-18_10:46:12_경제_뉴스_간단하게_정리해줘.wav,경제 뉴스 간단하게 정리해줘,경제 뉴스 간단하게 정리해줘 보여줘,25.0,25.0,0,1,3,0,0,3,12,15,0.1028,233.4,2.27,1,77.6
39,12345555_101_101_wallpad_346362813_2025-11-18_10:47:18_집까지_가는데_얼마나_걸리지.wav,집까지 가는데 얼마나 걸리지?,집까지 가는데 얼마나 걸리지 여어요,25.0,50.0,0,1,3,0,0,3,12,15,0.1218,233.9,1.92,1,81.6
59,12345555_101_101_wallpad_346553813_2025-11-18_10:50:28_응_닫아줘.wav,응 닫아줘,응 닫아 줘 오,25.0,100.0,0,1,1,0,0,1,4,5,0.1411,234.3,1.66,1,85.5
73,12345555_101_101_wallpad_346653813_2025-11-18_10:52:08_살려줘_도와줘_비상.wav,"살려줘! 도와줘, 비상",살려줘 도와줘 비상 어가,25.0,100.0,0,1,2,0,0,2,8,10,0.141,234.0,1.66,1,84.2
106,12345555_101_101_wallpad_346943813_2025-11-18_10:56:58_알람_오분_후에_켜줘.wav,알람 오분 후에 켜줘,알람 오 분 후에 켜 줘 얼줘,25.0,100.0,0,1,2,0,0,2,8,10,0.1274,233.1,1.83,1,78.9
50,12345555_101_101_wallpad_346485813_2025-11-18_10:49:21_근처_우리_동의_주로_휘발브_평균_가격이_어때.wav,근처 우리동네 주유소 휘발유 평균 가격이 어때?,근처 오리 동네 중유소 휘발 그리고 평균 가격이 어때,26.32,85.71,0,0,2,0,3,5,19,21,0.1144,466.7,4.08,2,82.0
21,12345555_101_101_wallpad_346193813_2025-11-18_10:44:29_일월_이십팔일_공지_알려줘.wav,일월 이십팔일 공지 알려줘,일 월 이십 팔 일 공지 알려줘 내요려,27.27,100.0,0,1,3,0,0,3,11,14,0.1094,234.1,2.14,1,78.9
41,12345555_101_101_wallpad_346379813_2025-11-18_10:47:34_집까지_가장_빠른_길_알려줘.wav,집까지 가장 빠른길 알려줘,집까지 가장 빠른 길 알려줘 빨어요,27.27,75.0,0,1,3,0,0,3,11,14,0.1182,234.0,1.98,1,78.9
54,12345555_101_101_wallpad_346517813_2025-11-18_10:49:53_고급_비발유파하는_곳_알려줘.wav,고급 휘발유 파는 곳 알려줘,고급 휘발유 파는 곳 알려줘 오늘줘,27.27,20.0,0,1,3,0,0,3,11,14,0.1095,233.2,2.13,1,73.7
29,12345555_101_101_wallpad_346281813_2025-11-18_10:45:56_달러_환율_알려줘.wav,달러 환율 알려줘,달러 환율 알려 줘어요,28.57,66.67,0,1,2,0,0,2,7,9,0.106,233.2,2.2,1,81.6
57,12345555_101_101_wallpad_346539813_2025-11-18_10:50:15_가스밸브_잠갔나.wav,가스밸브 잠궜나?,가스 밸브 잠갔나 따,28.57,100.0,0,0,1,0,1,2,7,8,0.1091,233.4,2.14,1,82.9
77,12345555_101_101_wallpad_346678813_2025-11-18_10:52:34_긴급상_상황이야.wav,긴급한 상황이야,긴급한 상황이요 어,28.57,100.0,0,0,1,0,1,2,7,8,0.1167,233.3,2.0,1,88.2
95,12345555_101_101_wallpad_346813813_2025-11-18_10:54:49_한_단계_더_낮춰줘.wav,한단계 더 낮춰줘,한 단계 더 낮춰 줘 나요,28.57,100.0,0,1,2,0,0,2,7,9,0.1704,233.4,1.37,1,81.6
4,12345555_101_101_wallpad_346070813_2025-11-18_10:42:25_관리사무소_번호_알려줘.wav,관리사무소 번호 알려줘,관리사무소 번호 알려줘 거나요,30.0,33.33,0,1,3,0,0,3,10,13,0.1438,233.0,1.62,1,84.2
17,12345555_101_101_wallpad_346161813_2025-11-18_10:43:57_이번_주_공지사항_있었어.wav,이번주 공지사항 있었어?,이번 주 공지사항 있었어 조금줘,30.0,100.0,0,1,3,0,0,3,10,13,0.1233,234.3,1.9,1,85.5
23,12345555_101_101_wallpad_346209813_2025-11-18_10:44:45_오월_오일_공지가_뭐였지.wav,오월 오일 공지가 뭐였지?,오 월 오 일 공지가 뭐였지월요일,30.0,100.0,0,1,3,0,0,3,10,13,0.1109,233.9,2.11,1,80.3
38,12345555_101_101_wallpad_346354813_2025-11-18_10:47:10_돈관_가는데_얼마나_걸려.wav,본가 가는데 얼마나 걸려?,본가 가 는데 얼마나 걸려서까요,30.0,75.0,0,1,3,0,0,3,10,13,0.1295,233.1,1.8,1,78.9
88,12345555_101_101_wallpad_346764813_2025-11-18_10:54:00_올해_일월_난방비_알려줘.wav,올해 일월 난방비 알려줘,올해 일 월 난방비 알려줘  내나요,30.0,75.0,0,1,3,0,0,3,10,13,0.1209,233.4,1.93,1,75.0
2,12345555_101_101_wallpad_346055813_2025-11-18_10:42:10_관리사무소_전화번호_알려줘.wav,관리사무소 전화번호 알려줘,관리사무소 전화번호 알려줘시 알돼요,33.33,66.67,0,1,4,0,0,4,12,16,0.1232,234.1,1.9,1,78.9
30,12345555_101_101_wallpad_346288813_2025-11-18_10:46:04_엠비디아_주가_올랐어.wav,엔비디아 주가 올랐어?,엔비디아 주가 올랐어 어 해 줘,33.33,100.0,0,1,3,0,0,3,9,12,0.1121,233.1,2.08,1,76.3
32,12345555_101_101_wallpad_346304813_2025-11-18_10:46:20_어제_손흥민_골_넣었어.wav,어제 손흥민 골 넣었어?,어제 손흥민 골 넣었어  어골 어,33.33,75.0,0,1,3,0,0,3,9,12,0.1349,233.4,1.73,1,73.7
76,12345555_101_101_wallpad_346672813_2025-11-18_10:52:28_응급상황이야.wav,응급상황이야,응급상황이요 맞,33.33,100.0,0,0,1,0,1,2,6,7,0.114,233.6,2.05,1,88.2
78,12345555_101_101_wallpad_346684813_2025-11-18_10:52:40_살려줘.wav,살려줘,살려줘 어,33.33,100.0,0,1,1,0,0,1,3,4,0.1136,234.1,2.06,1,94.7
43,12345555_101_101_wallpad_346395813_2025-11-18_10:47:50_성신당_가는데_얼마나_걸려.wav,성심당 가는데 얼마나 걸려?,성심당 가 는데 얼마나 걸려포나요요,36.36,75.0,0,1,4,0,0,4,11,15,0.1221,233.2,1.91,1,80.3
92,12345555_101_101_wallpad_346792813_2025-11-18_10:54:28_소리_좀_더_크게_해줘.wav,소리 좀 더 크게해줘,소리 좀 더 크게 해줘 크 크지,37.5,100.0,0,1,3,0,0,3,8,11,0.1195,233.1,1.95,1,80.3
6,12345555_101_101_wallpad_346085813_2025-11-18_10:42:41_관리소_전화번호_말해줘.wav,관리소 전화번호 말해줘,관리소 전화번호 말해 줘 어 알어요,40.0,100.0,0,1,4,0,0,4,10,14,0.1356,233.2,1.72,1,81.6
12,12345555_101_101_wallpad_346125813_2025-11-18_10:43:21_아니_괜찮아.wav,아니 괜찮아,아니 괜찮아 아까,40.0,50.0,0,1,2,0,0,2,5,7,0.1441,233.5,1.62,1,89.5
18,12345555_101_101_wallpad_346169813_2025-11-18_10:44:04_지난주_공지사항_말해줘.wav,지난주 공지사항 말해줘,지난주 공지사항 말해 좀 보주세,40.0,100.0,0,0,3,0,1,4,10,13,0.1232,234.1,1.9,1,82.9
100,12345555_101_101_wallpad_346847813_2025-11-18_10:55:23_화면_조금_더_어둡게_해줘.wav,화면 조금 더 어둡게 해줘,화면 조금 더 높게 해줘 어예,40.0,40.0,0,0,1,0,3,4,10,11,0.1459,233.4,1.6,1,82.9
104,12345555_101_101_wallpad_346930813_2025-11-18_10:56:46_알림음_켜줘.wav,알림음 켜줘,알림음 켜 줘 켜 줘,40.0,100.0,0,1,2,0,0,2,5,7,0.1096,233.4,2.13,1,80.3
67,12345555_101_101_wallpad_346612813_2025-11-18_10:51:28_애들_빨리_불러줘.wav,엘베 빨리 불러줘,애들 빨리 불러 줘 애,42.86,100.0,0,0,1,0,2,3,7,8,0.1859,234.2,1.26,1,82.9
13,12345555_101_101_wallpad_346132813_2025-11-18_10:43:28_안_알려줘도_돼.wav,안 알려줘도 돼,안 알려줘도 돼 그까요,50.0,33.33,0,1,3,0,0,3,6,9,0.1978,233.4,1.18,1,85.5
56,12345555_101_101_wallpad_346532813_2025-11-18_10:50:08_나_가스밸브_잠궜나.wav,나 가스밸브 잠궜나?,나 가스 밸브 담갔나 꺼어,50.0,100.0,0,0,2,0,2,4,8,10,0.1031,233.1,2.26,1,80.3
69,12345555_101_101_wallpad_346627813_2025-11-18_10:51:43_문_열어줘.wav,문 열어줘,문 열어 줘 오 줘,50.0,100.0,0,1,2,0,0,2,4,6,0.1666,233.3,1.4,1,84.2
91,12345555_101_101_wallpad_346785813_2025-11-18_10:54:21_소리_좀_키워줘.wav,소리 좀 키워줘,소리 좀 키워 줘  시 켜 줘,50.0,100.0,0,1,3,0,0,3,6,9,0.1239,234.1,1.89,1,78.9
101,12345555_101_101_wallpad_346910813_2025-11-18_10:56:26_화면_제일_밝게_해줘.wav,화면 제일 밝게 해줘,화면 제일 밝게 해줘  어떻게래,50.0,25.0,0,1,4,0,0,4,8,12,0.1398,233.4,1.67,1,80.3
105,12345555_101_101_wallpad_346936813_2025-11-18_10:56:52_알람_꺼줘.wav,알람 꺼줘,알람 꺼줘 꺼줘,50.0,50.0,0,1,2,0,0,2,4,6,0.1139,233.4,2.05,1,88.2
24,12345555_101_101_wallpad_346217813_2025-11-18_10:44:53_세대소독_알려줘.wav,세대소독 알려줘,세대소득 알려줘 세대 세,57.14,100.0,0,0,3,0,1,4,7,10,0.1683,234.0,1.39,1,86.8
61,12345555_101_101_wallpad_346566813_2025-11-18_10:50:41_가스밸브_잠가줘.wav,가스밸브 잠궈줘,가스 밸브 잠 거줘따 까요,57.14,100.0,0,0,3,0,1,4,7,10,0.1696,234.1,1.38,1,80.3
90,12345555_101_101_wallpad_346779813_2025-11-18_10:54:14_소리_좀_줄여줘.wav,소리 좀 줄여줘,소리 좀 줄여 줘  시동 켜 줘,66.67,100.0,0,1,4,0,0,4,6,10,0.129,233.4,1.81,1,78.9
103,12345555_101_101_wallpad_346924813_2025-11-18_10:56:40_알림음_꺼줘.wav,알림음 꺼줘,알리음 꺼 줘 어 꺼줘,80.0,100.0,0,0,3,0,1,4,5,8,0.1576,233.2,1.48,1,84.2
71,12345555_101_101_wallpad_346640813_2025-11-18_10:51:55_열어줘.wav,열어줘,여러 종 오,100.0,100.0,0,0,1,0,3,4,3,4,0.3071,233.4,0.76,1,94.7
AVG,108 samples,,,21.2,72.21,0.2,0.81,1.47,0.0,0.28,1.75,9.27,10.74,0.12,244.4,2.08,1.05,82.4
