id,wav,gt,npu,duration,chunks,infer_ms,cer,gt_len,npu_len,blank_ratio,edit_dist
187,7F_KSK/12345555_101_101_wallpad_346698813_2025-11-18_10:52:53_이번_달에_관리비_얼마나_썼니.wav,이번달에 관리비 얼마나 썼니?,이번 달에 관리비 얼마나 썼니,2.73,1,233.8,0.0,12,12,78.9,0
188,7F_KSK/12345555_101_101_wallpad_346705813_2025-11-18_10:53:01_작년_십일월월_관리비_얼마_나왔어.wav,작년 십이월 관리비 얼마 나왔어?,작년 십 이 월 관리비 얼마 나왔어,2.61,1,232.9,0.0,13,13,77.6,0
189,7F_KSK/12345555_101_101_wallpad_346713813_2025-11-18_10:53:09_지난달_수도세_얼마였지.wav,지난달 수도세 얼마였지?,지난달 수도세 얼마였지,2.94,1,233.1,0.0,10,10,85.5,0
191,7F_KSK/12345555_101_101_wallpad_346731813_2025-11-18_10:53:26_이천십구년_십일월_정기세는_얼마였어.wav,이천십구년 십일월 전기세는 얼마였어?,이천십 구 년 십 일 월 전기세는 얼마였어,2.76,1,233.1,0.0,16,16,73.7,0
193,7F_KSK/12345555_101_101_wallpad_346748813_2025-11-18_10:53:43_이천이십사년_칠월_버스비_알려줘.wav,이천이십사년 칠월 가스비 알려줘,이천 이십 사 년 칠 월 가스비 알려줘,2.41,1,233.9,0.0,14,14,75.0,0
194,7F_KSK/12345555_101_101_wallpad_346757813_2025-11-18_10:53:52_이십_오년_이월_난방비_얼마야.wav,이십오년 이월 난방비 얼마야?,이십 오 년 이 월 난방비 얼마야,2.79,1,232.9,0.0,12,12,76.3,0
203,7F_KSK/12345555_101_101_wallpad_346820813_2025-11-18_10:54:56_좀만_더_낮춰줘.wav,좀만 더 낮춰줘,좀만 더 낮춰줘,2.25,1,233.4,0.0,6,6,89.5,0
205,7F_KSK/12345555_101_101_wallpad_346833813_2025-11-18_10:55:09_화면이_너무_어두워.wav,화면이 너무 어두워,화면이 너무 어두워,1.28,1,233.9,0.0,8,8,88.2,0
209,7F_KSK/12345555_101_101_wallpad_346918813_2025-11-18_10:56:33_화면_제일_어둡게_해줘.wav,화면 제일 어둡게 해줘,화면 제일 어둡게 해줘,2.53,1,232.9,0.0,9,9,85.5,0
214,7F_KSK/12345555_101_101_wallpad_346950813_2025-11-18_10:57:06_알람_십분_뒤에_가시_켜줘.wav,알람 십분 뒤에 다시 켜줘,알람 십 분 뒤에 다시 켜 줘,2.94,1,233.5,0.0,10,10,78.9,0
223,modelhouse_2m/2025-12-02_14-38-56_12345567_101_105_wallpad_1803368320_가스밸브_현재_열려있어.mp3,가스밸브 현재 열려있어?,가스 밸브 현재 열려 있어,2.87,1,233.3,0.0,10,10,81.6,0
224,modelhouse_2m/2025-12-02_14-39-03_12345567_101_105_wallpad_1803375320_응_닫아줘.mp3,응 닫아줘,응 닫아 줘,2.4,1,233.4,0.0,4,4,86.8,0
226,modelhouse_2m/2025-12-02_14-39-23_12345567_101_105_wallpad_1803395320_문_열어줘.mp3,문 열어줘,문 열어 줘,2.46,1,233.2,0.0,4,4,88.2,0
230,modelhouse_2m/2025-12-02_14-40-05_12345567_101_105_wallpad_1803437320_편하이_너무_밝아.mp3,화면이 너무 밝아,화면이 너무 밝아,2.78,1,233.0,0.0,7,7,86.8,0
232,modelhouse_2m/2025-12-02_14-44-34_12345567_101_105_wallpad_1570198813_관리자무소_전화번호가_어떻게_되지.mp3,관리사무소 전화번호가 어떻게 되지?,관리사무소 전화번호가 어떻게 되지,3.77,2,467.1,0.0,15,15,90.6,0
240,modelhouse_2m/2025-12-02_14-46-05_12345567_101_105_wallpad_1570289813_가스_밸브_현재_열려_있어.mp3,가스밸브 현재 열려있어?,가스 밸브 현재 열려 있어,3.61,2,467.1,0.0,10,10,87.8,0
243,modelhouse_2m/2025-12-02_14-46-36_12345567_101_105_wallpad_1570320813_문_열어줘.mp3,문 열어줘,문 열어 줘,2.68,1,233.8,0.0,4,4,88.2,0
248,modelhouse_2m/2025-12-02_14-47-25_12345567_101_105_wallpad_1570369813_알림음_꺼줘.mp3,알림음 꺼줘,알림음 꺼 줘,2.78,1,233.9,0.0,5,5,88.2,0
250,modelhouse_2m/2025-12-02_14-49-03_12345567_101_105_wallpad_1570467813_뭔데_답빼줘.mp3,뭔데? 해줘.,뭔데 해줘,2.78,1,233.1,0.0,4,4,92.1,0
253,modelhouse_2m/2025-12-02_14-49-28_12345567_101_105_wallpad_1570492813_최대_소독_알려줘.mp3,세대소독 알려줘,세대소독 알려줘,3.0,1,232.9,0.0,7,7,90.8,0
260,modelhouse_2m/2025-12-02_14-50-32_12345567_101_105_wallpad_1570556813_문_열어줘.mp3,문 열어줘,문 열어 줘,2.72,1,233.2,0.0,4,4,89.5,0
268,modelhouse_2m_noheater/2025-12-02_14-54-00_12345567_101_105_wallpad_1570764813_지난_공지사항_알려줘.mp3,지난 공지사항 알려줘,지난 공지사항 알려 줘,3.26,2,465.9,0.0,9,9,92.1,0
269,modelhouse_2m_noheater/2025-12-02_14-54-22_12345567_101_105_wallpad_1570786813_칠월_오일_공지_알려줘.mp3,칠월오일 공지 알려줘,칠 월 오 일 공지 알려 줘,3.33,2,467.0,0.0,9,9,89.2,0
270,modelhouse_2m_noheater/2025-12-02_14-54-31_12345567_101_105_wallpad_1570795813_세대_소독_알려줘.mp3,세대소독 알려줘,세대소독 알려 줘,2.62,1,233.9,0.0,7,7,89.5,0
271,modelhouse_2m_noheater/2025-12-02_14-54-45_12345567_101_105_wallpad_1570809813_오늘_경제_뉴스_알려줘.mp3,오늘 경제뉴스 알려줘,오늘 경제 뉴스 알려줘,3.0,1,233.6,0.0,9,9,88.2,0
272,modelhouse_2m_noheater/2025-12-02_14-54-58_12345567_101_105_wallpad_1570822813_집에서_회사까지_몇_분_걸려.mp3,집에서 회사까지 몇분 걸려?,집에서 회사까지 몇 분 걸려,3.65,2,465.9,0.0,11,11,90.6,0
275,modelhouse_2m_noheater/2025-12-02_14-55-27_12345567_101_105_wallpad_1570851813_문_닫아줘.mp3,응 닫아줘,응 닫아 줘,2.36,1,233.2,0.0,4,4,89.5,0
277,modelhouse_2m_noheater/2025-12-02_14-55-44_12345567_101_105_wallpad_1570868813_문_열어줘.mp3,문 열어줘,문 열어 줘,2.55,1,233.0,0.0,4,4,88.2,0
278,modelhouse_2m_noheater/2025-12-02_14-55-52_12345567_101_105_wallpad_1570876813_살려줘_도와줘_비상.mp3,살려줘 도와줘 비상,살려줘 도와줘 비상,3.52,2,466.5,0.0,8,8,92.8,0
282,modelhouse_2m_noheater/2025-12-02_14-56-24_12345567_101_105_wallpad_1570908813_알림음_꺼줘.mp3,알림음 꺼줘,알림음 꺼 줘,2.68,1,232.9,0.0,5,5,88.2,0
284,modelhouse_2m_noheater/2025-12-02_14-57-45_12345567_101_105_wallpad_1570989813_뭔데_해줘.mp3,뭔데? 해줘.,뭔데 해줘,2.68,1,233.2,0.0,4,4,92.1,0
286,modelhouse_2m_noheater/2025-12-02_14-58-03_12345567_101_105_wallpad_1571007813_칠월_오일_공지_알려줘.mp3,칠월오일 공지 알려줘,칠 월 오 일 공지 알려 줘,3.48,2,467.1,0.0,9,9,89.2,0
291,modelhouse_2m_noheater/2025-12-02_14-58-57_12345567_101_105_wallpad_1571061813_가스_밸브_현재_열려_있어.mp3,가스밸브 현재 열려있어?,가스 밸브 현재 열려 있어,3.52,2,466.8,0.0,10,10,88.5,0
292,modelhouse_2m_noheater/2025-12-02_14-59-04_12345567_101_105_wallpad_1571068813_응_닫아줘.mp3,응 닫아줘,응 닫아 줘,2.71,1,233.1,0.0,4,4,86.8,0
294,modelhouse_2m_noheater/2025-12-02_14-59-21_12345567_101_105_wallpad_1571085813_문_열어줘.mp3,문 열어줘,문 열어 줘,2.62,1,233.9,0.0,4,4,86.8,0
296,modelhouse_2m_noheater/2025-12-02_14-59-40_12345567_101_105_wallpad_1571104813_이번_달에_걸리비_얼마나_썼니.mp3,이번달에 관리비 얼마나 썼니?,이번 달에 관리비 얼마나 썼니,3.64,2,466.8,0.0,12,12,87.1,0
298,modelhouse_2m_noheater/2025-12-02_14-59-57_12345567_101_105_wallpad_1571121813_화면이_너무_밝아.mp3,화면이 너무 밝아,화면이 너무 밝아,2.94,1,233.8,0.0,7,7,88.2,0
299,modelhouse_2m_noheater/2025-12-02_15-00-05_12345567_101_105_wallpad_1571129813_알림음_꺼줘.mp3,알림음 꺼줘,알림음 꺼 줘,2.88,1,233.9,0.0,5,5,88.2,0
304,modelhouse_2m_noheater/2025-12-02_15-03-48_12345567_101_105_wallpad_1571352813_세대_소독_알려줘.mp3,세대소독 알려줘,세대 소독 알려 줘,2.91,1,233.2,0.0,7,7,89.5,0
307,modelhouse_2m_noheater/2025-12-02_15-04-17_12345567_101_105_wallpad_1571381813_근처_우리_동네_주유소_휘발유_평균_가격이_어때.mp3,근처 우리동네 주유소 휘발유 평균 가격이 어때?,근처 우리 동네 주유소 휘발유 평균 가격이 어때,4.99,2,466.4,0.0,19,19,82.7,0
309,modelhouse_2m_noheater/2025-12-02_15-04-34_12345567_101_105_wallpad_1571398813_응_닫아줘.mp3,응 닫아줘,응 닫아 줘,2.78,1,233.7,0.0,4,4,86.8,0
311,modelhouse_2m_noheater/2025-12-02_15-04-52_12345567_101_105_wallpad_1571416813_문_열어줘.mp3,문 열어줘,문 열어 줘,2.58,1,232.9,0.0,4,4,88.2,0
315,modelhouse_2m_noheater/2025-12-02_15-05-27_12345567_101_105_wallpad_1571451813_화면이_너무_밝아.mp3,화면이 너무 밝아,화면이 너무 밝아,2.94,1,232.8,0.0,7,7,88.2,0
316,modelhouse_2m_noheater/2025-12-02_15-05-34_12345567_101_105_wallpad_1571458813_알림음_꺼줘.mp3,알림음 꺼줘,알림음 꺼 줘,2.69,1,233.2,0.0,5,5,88.2,0
322,modelhouse_3m/2025-12-02_13-31-47_12345567_101_105_wallpad_1799339320_오늘_덤파뉴스_알려줘.mp3,오늘 경제뉴스 알려줘,오늘 경제 뉴스 알려줘,3.0,1,233.0,0.0,9,9,86.8,0
325,modelhouse_3m/2025-12-02_13-36-18_12345567_101_105_wallpad_1799610320_가스밸브_현재_열려있어.mp3,가스밸브 현재 열려있어?,가스 밸브 현재 열려 있어,2.68,1,233.0,0.0,10,10,78.9,0
328,modelhouse_3m/2025-12-02_13-39-06_12345567_101_105_wallpad_1799778320_누문지_열어줘.mp3,문 열어줘,문 열어 줘,2.27,1,233.1,0.0,4,4,89.5,0
343,modelhouse_3m/2025-12-02_14-04-49_12345567_101_105_wallpad_1801320320_응_받다줘.mp3,응 닫아줘,응 닫아줘,2.84,1,233.0,0.0,4,4,92.1,0
345,modelhouse_3m/2025-12-02_14-06-17_12345567_101_105_wallpad_1801409320_문_열어_줘.mp3,문 열어줘,문 열어 줘,2.66,1,233.1,0.0,4,4,86.8,0
350,modelhouse_3m/2025-12-02_14-11-11_12345567_101_105_wallpad_1801703320_알내문_켜줘.mp3,알림음 켜줘,알림음 켜 줘,2.88,1,233.4,0.0,5,5,88.2,0
358,modelhouse_3m/2025-12-02_14-21-46_12345567_101_105_wallpad_1802338320_근처_우리_동네_주유소_휘발_평균_가격이_어때.mp3,근처 우리동네 주유소 휘발유 평균 가격이 어때?,근처 우리 동네 주유소 휘발유 평 균 가격이 어때,5.37,2,466.2,0.0,19,19,82.0,0
362,modelhouse_3m/2025-12-02_14-25-49_12345567_101_105_wallpad_1802581320_문_열어줘.mp3,문 열어줘,문 열어 줘,2.55,1,233.6,0.0,4,4,85.5,0
49,7F_HJY/2025-11-19_09-18-10_12345555_101_101_wallpad_427414813_근처_우리_동네_주유_휘발유_평균_가격이_어때.wav,근처 우리동네 주유소 휘발유 평균 가격이 어때?,근처 우리 동네 주유소 휘발유 평 균 가격이 어때 음,4.5,2,468.1,5.26,19,20,81.3,1
222,modelhouse_2m/2025-12-02_14-38-44_12345567_101_105_wallpad_1803356320_근처_우리_동네_주교소_휘발리_평균_가격이_어때.mp3,근처 우리동네 주유소 휘발유 평균 가격이 어때?,근처 우리 동네 주유소 휘발유 평균 가격이 어때으,4.42,2,466.6,5.26,19,20,82.0,1
273,modelhouse_2m_noheater/2025-12-02_14-55-08_12345567_101_105_wallpad_1570832813_근처_우리_동네_주유소_휘발_평균_가격이_어때.mp3,근처 우리동네 주유소 휘발유 평균 가격이 어때?,근처 우리 동네 주유소 휘발유 평균 가격이 어때 어,4.8,2,466.3,5.26,19,20,81.3,1
290,modelhouse_2m_noheater/2025-12-02_14-58-41_12345567_101_105_wallpad_1571045813_근처_우리_동네네_주유소_휘발유_평균_가격이_어때.mp3,근처 우리동네 주유소 휘발유 평균 가격이 어때?,근처 우리 동네 주유소 휘 수발유 평균 가격이 어때,5.43,2,467.7,5.26,19,20,82.0,1
324,modelhouse_3m/2025-12-02_13-35-33_12345567_101_105_wallpad_1799565320_근처_우리_동네_주유소_티바유_파트_가격이_어때.mp3,근처 우리동네 주유소 휘발유 평균 가격이 어때?,근처 우리 동네 주유소 휘발유 평균 가격이 어때 음,4.44,2,466.8,5.26,19,20,83.5,1
32,7F_HJY/2025-11-19_09-13-31_12345555_101_101_wallpad_427135813_어제_한국된_브라질_주구_어떻게_됐어.wav,어제 한국 대 브라질 축구 어떻게 됐어?,어제 한국 대 브라질 축구 어떻게 됐 오,3.99,2,466.6,6.67,15,15,86.3,1
107,7F_KSK/12345555_101_101_wallpad_346036813_2025-11-18_10:41:52_관리자무속_전화번호가_어떻게_되지.wav,관리사무소 전화번호가 어떻게 되지?,관리사무소 전화번호가 어떻게 되지 어,2.47,1,234.0,6.67,15,16,81.6,1
215,modelhouse_2m/2025-12-02_14-37-10_12345567_101_105_wallpad_1803262320_알리사고_전화번호가_어떻게_되지.mp3,관리사무소 전화번호가 어떻게 되지?,관리사무소 전화번호가 어떻게 되지 우,3.04,2,466.3,6.67,15,16,88.5,1
249,modelhouse_2m/2025-12-02_14-48-55_12345567_101_105_wallpad_1570459813_걸리사무소_전화번호가_어떻게_되지.mp3,관리사무소 전화번호가 어떻게 되지?,관리사무소 전화번호가 어떻게 되지 어,3.8,2,466.9,6.67,15,16,89.9,1
266,modelhouse_2m_noheater/2025-12-02_14-53-41_12345567_101_105_wallpad_1570745813_관리사무소_전화번호가_어떻게_되지.mp3,관리사무소 전화번호가 어떻게 되지?,관리사무소 전화번호가 어떻게 되지 오,3.04,2,466.3,6.67,15,16,89.9,1
300,modelhouse_2m_noheater/2025-12-02_15-03-15_12345567_101_105_wallpad_1571319813_관리사무소_전화번호가_어떻게_되지.mp3,관리사무소 전화번호가 어떻게 되지?,관리사무소 전화번호가 어떻게 되 어,3.93,2,466.0,6.67,15,15,90.6,1
351,modelhouse_3m/2025-12-02_14-12-43_12345567_101_105_wallpad_1801794320_관리사에소_전화번호가_어떻게_되지.mp3,관리사무소 전화번호가 어떻게 되지?,관리사무소 전화번호가 어떻게 되지 음,3.74,2,466.2,6.67,15,16,89.9,1
36,7F_HJY/2025-11-19_09-14-06_12345555_101_101_wallpad_427171813_여기서_미팅_장소까지_얼마나_걸려.wav,여기서 미팅장소까지 얼마나 걸려?,여기서 미팅 장소까지 얼마나 걸려 음,3.81,2,467.1,7.14,14,15,88.5,1
39,7F_HJY/2025-11-19_09-16-38_12345555_101_101_wallpad_427322813_지금_집으로_출발하면_언제_도착해.wav,지금 집으로 출발하면 언제 도착해?,지금 집으로 출발하면 언제 도착해 음,3.77,2,466.6,7.14,14,15,87.1,1
43,7F_HJY/2025-11-19_09-17-16_12345555_101_101_wallpad_427361813_대전_중앙시장_가하길_보내볼려.wav,대전 중앙시장 가는데 얼마나 걸려?,대전중앙시장 가는데 얼마나 걸려 음,3.52,2,467.3,7.14,14,15,88.5,1
147,7F_KSK/12345555_101_101_wallpad_346371813_2025-11-18_10:47:27_지금_집으로_출발하면_언제_도착해.wav,지금 집으로 출발하면 언제 도착해?,지금 집으로 출발하면 언제 도착  게,3.43,2,467.2,7.14,14,14,86.3,1
151,7F_KSK/12345555_101_101_wallpad_346403813_2025-11-18_10:47:58_대전_중앙시장_가는데_얼마나_걸려.wav,대전 중앙시장 가는데 얼마나 걸려?,대전중앙시장 가는데 얼마나 걸려얼,2.35,1,233.0,7.14,14,15,80.3,1
80,7F_HJY/2025-11-19_09-22-26_12345555_101_101_wallpad_427670813_작년_십이월_관리비_얼마_나왔어.wav,작년 십이월 관리비 얼마 나왔어?,작년 십이월 관리비 얼마 나왔어 음,3.51,2,467.7,7.69,13,14,87.8,1
149,7F_KSK/12345555_101_101_wallpad_346387813_2025-11-18_10:47:42_대전역까지_가장_빠른_길_알려줘.wav,대전역까지 가장 빠른길 알려줘,대전역까지 가장 빠른 길 알려 줘  왜,2.66,1,232.7,7.69,13,14,75.0,1
153,7F_KSK/12345555_101_101_wallpad_346419813_2025-11-18_10:48:15_국립중앙박물관_가는_길_알려줘.wav,국립중앙박물관 가는 길 알려줘,국립중앙박물관 가는 길 알 알줘,3.93,2,467.6,7.69,13,13,89.2,1
1,7F_HJY/2025-11-19_09-08-16_12345555_101_101_wallpad_426820813_관리사무서_전화번호_알려줘.wav,관리사무소 전화번호 알려줘,관리사무소 전화번호 알려 줘 음,3.32,2,467.7,8.33,12,13,89.2,1
30,7F_HJY/2025-11-19_09-13-14_12345555_101_101_wallpad_427118813_경제_뉴스_간단하게_정리해줘.wav,경제 뉴스 간단하게 정리해줘,경제 뉴스 간단하게 정리해 줘 음,3.64,2,466.2,8.33,12,13,87.1,1
38,7F_HJY/2025-11-19_09-14-23_12345555_101_101_wallpad_427187813_집까지_가는데_얼마나_걸리지.wav,집까지 가는데 얼마나 걸리지?,집까지 가는데 얼마나 걸리지  음,3.23,2,466.5,8.33,12,13,89.2,1
50,7F_HJY/2025-11-19_09-18-18_12345555_101_101_wallpad_427422813_근처에_가장_싼_주유소_알려줘.wav,근처에 가장 싼 주유소 알려줘,근처에 가장 싼 주유소 알려 줘 음,3.58,2,467.5,8.33,12,13,87.1,1
79,7F_HJY/2025-11-19_09-22-17_12345555_101_101_wallpad_427662813_이번_달에_관리비_얼마나_썼니.wav,이번달에 관리비 얼마나 썼니?,이번 달에 관리비 얼마나 썼니 음,3.35,2,466.2,8.33,12,13,87.1,1
86,7F_HJY/2025-11-19_09-23-18_12345555_101_101_wallpad_427722813_이십오년_이월_난방비_얼마야.wav,이십오년 이월 난방비 얼마야?,이십오년 이 월 난방비 얼마야 음,3.55,2,466.6,8.33,12,13,88.5,1
138,7F_KSK/12345555_101_101_wallpad_346297813_2025-11-18_10:46:12_경제_뉴스_간단하게_정리해줘.wav,경제 뉴스 간단하게 정리해줘,경제 뉴스 간단하게 정리해 줘 찾,2.27,1,234.0,8.33,12,13,77.6,1
228,modelhouse_2m/2025-12-02_14-39-45_12345567_101_105_wallpad_1803417320_이번_달에_관립비_얼마나_썼니.mp3,이번달에 관리비 얼마나 썼니?,이번 달에 관리비 얼마나 썼니 둘,3.74,2,465.9,8.33,12,13,86.3,1
262,modelhouse_2m/2025-12-02_14-50-49_12345567_101_105_wallpad_1570573813_이번_달에_관리비_얼마나_썼니.mp3,이번달에 관리비 얼마나 썼니?,이번 달에 관리비 얼마나 썼니 음,3.55,2,466.8,8.33,12,13,87.1,1
330,modelhouse_3m/2025-12-02_13-41-50_12345567_101_105_wallpad_1799942320_이번_달에_발일비_얼마나_썼니.mp3,이번달에 관리비 얼마나 썼니?,이번 달에 관리비 얼마나 썼니 둘,3.67,2,466.8,8.33,12,13,87.1,1
