id,dataset,gt,npu,duration,chunks,cer
327,modelhouse_3m_results_15.72_top30_avg_26.55,이번달에관리비얼마나썼니?,이번 달에 관리비 얼마나 썼니 둘,3.67,2,8.33
291,modelhouse_2m_results_8.51_top30_avg_14.48,집에서회사까지몇분걸려?,집에서 회사까지 몇 분 걸려 에,3.45,2,9.09
297,modelhouse_2m_results_8.51_top30_avg_14.48,집에서회사까지몇분걸려?,집에서 회사까지 몇 분 걸려 둘,3.58,2,9.09
164,7F_KSK_results_2.66_top30_avg_9.59,장태산까지얼마나걸려?,장태사까지 얼마나 걸려,2.41,1,10.0
177,7F_KSK_results_2.66_top30_avg_9.59,관리소전화번호알려줘,관리소 전화번호 알려줘 따,2.06,1,10.0
260,modelhouse_2m_noheater_results_3.59_top30_avg_6.10,가스밸브현재열려있어?,스 밸브 현재 열려 있어,2.62,1,10.0
325,modelhouse_3m_results_15.72_top30_avg_26.55,가스밸브현재열려있어?,가스 밸브 현재 열려 있어 네,3.32,2,10.0
111,012_results_4.86_top30_avg_37.73,제일먼저증권어플을깔아야겠죠맞습니다,제일 먼저 증권 어플을 깔아야겠죠 맞 다,3.37,2,11.11
117,012_results_4.86_top30_avg_37.73,보니까은행가서신청할수있는것같긴한데,보니까 은행 가서도 신청할 수 있는 거 같긴 한데,3.93,2,11.11
151,7F_KSK_results_2.66_top30_avg_9.59,응아니두단계낮춰줘,응 아니 두 단계 낮춰 줘얼,1.86,1,11.11
160,7F_KSK_results_2.66_top30_avg_9.59,구월일일공지있었어?,구 월 일 일 공지 있었어 어,2.26,1,11.11
251,modelhouse_2m_noheater_results_3.59_top30_avg_6.10,소리가너무커줄여줘,소리가 너무 커 줄여 줘  오,3.26,2,11.11
264,modelhouse_2m_noheater_results_3.59_top30_avg_6.10,소리가너무커줄여줘,소리가 너무 커 줄여 줘 우,3.19,2,11.11
284,modelhouse_2m_results_8.51_top30_avg_14.48,소리가너무커줄여줘,소리가 너무 커 줄여줘 으,3.22,2,11.11
287,modelhouse_2m_results_8.51_top30_avg_14.48,오늘경제뉴스알려줘,오늘 경제 뉴스 알려 줘 우,3.29,2,11.11
292,modelhouse_2m_results_8.51_top30_avg_14.48,소리가너무커줄여줘,소리가 너무 커 줄여 줘 둘,3.42,2,11.11
294,modelhouse_2m_results_8.51_top30_avg_14.48,지난공지사항알려줘,지난 공기사항 알려 줘,3.13,2,11.11
295,modelhouse_2m_results_8.51_top30_avg_14.48,칠월오일공지알려줘,칠 월 오 일  공지 알려 줘 둘,3.36,2,11.11
316,modelhouse_3m_results_15.72_top30_avg_26.55,지난공지사항알려줘,지난 공지사항 알려 줘 음,3.19,2,11.11
324,modelhouse_3m_results_15.72_top30_avg_26.55,소리가너무커줄여줘,소리가 너무 커 줄어줘,2.87,1,11.11
104,012_results_4.86_top30_avg_37.73,백원짜리물건있나요오만원채우게요,백 원짜리 물건 있나요 오만 원 채육이요,1.97,1,12.5
172,7F_KSK_results_2.66_top30_avg_9.59,이십오년십이월전기세는얼마나왔어?,이십 오 년 십 이 월 정기세는 얼마 마 나왔어,3.19,2,12.5
215,eval_other_p_results_9.54_top30_avg_69.09,안받나그래서되게,안 봤나 그래서 되게,1.22,1,12.5
266,modelhouse_2m_noheater_results_3.59_top30_avg_6.10,살려줘도와줘비상,살려줘 도와줘 비상 에,3.38,2,12.5
277,modelhouse_2m_results_8.51_top30_avg_14.48,살려줘도와줘비상,살려줘 도와줘 기상,2.98,1,12.5
286,modelhouse_2m_results_8.51_top30_avg_14.48,살려줘도와줘비상,살려줘 도와줘 비상 음,3.64,2,12.5
296,modelhouse_2m_results_8.51_top30_avg_14.48,살려줘도와줘비상,살려줘 도와줘 비상 에,3.58,2,12.5
302,modelhouse_3m_results_15.72_top30_avg_26.55,살려줘도와줘비상,살려줘 도와줘 비상  네,3.38,2,12.5
126,7F_HJY_results_9.27_top30_avg_26.95,대전벽화마을가는데얼마나걸리지?,대전 백화마을 가는데 얼마나 걸리지 음,3.61,2,13.33
169,7F_KSK_results_2.66_top30_avg_9.59,이십삼년십일월가스사용량알려줘,이십 삼 년 십 일 월 가스 사용량 알려줄게,2.53,1,13.33
241,modelhouse_2m_noheater_results_3.59_top30_avg_6.10,관리사무소전화번호가어떻게되지?,관리사무소문화번호가 어떻게 되지 에,3.58,2,13.33
306,modelhouse_3m_results_15.72_top30_avg_26.55,관리사무소전화번호가어떻게되지?,자리사무서 전화번호가 어떻게 되지,3.87,2,13.33
321,modelhouse_3m_results_15.72_top30_avg_26.55,관리사무소전화번호가어떻게되지?,관리사무소 번화번호가 어떻게 되지  오,3.58,2,13.33
37,009_results_9.97_top30_avg_61.27,경제력에관한건,경제력에 관한 건 국,1.82,1,14.29
47,009_results_9.97_top30_avg_61.27,설득하러갔다가,철득하러 갔다가,1.88,1,14.29
110,012_results_4.86_top30_avg_37.73,삭제는안됩니다,숙제는 안 됩니다,1.12,1,14.29
131,7F_HJY_results_9.27_top30_avg_26.95,가스밸브잠궜나?,가스 밸브 잠갔나,2.91,1,14.29
148,7F_HJY_results_9.27_top30_avg_26.95,세대소독알려줘,최대소독 알려 줘,2.88,1,14.29
149,7F_HJY_results_9.27_top30_avg_26.95,엘베빨리불러줘,엘배 빨리 불러 줘,2.94,1,14.29
261,modelhouse_2m_noheater_results_3.59_top30_avg_6.10,나지금외출해엘리베이터불러줘,나 지금 외출해 엘리베이터 불 불러줘 으,4.12,2,14.29
265,modelhouse_2m_noheater_results_3.59_top30_avg_6.10,화면이너무밝아,화면이 너무 밝아응,2.62,1,14.29
281,modelhouse_2m_results_8.51_top30_avg_14.48,화면이너무밝아,화면이 너무 밝아 둘,3.17,2,14.29
283,modelhouse_2m_results_8.51_top30_avg_14.48,세대소독알려줘,세계 소독 알려 줘,2.88,1,14.29
311,modelhouse_3m_results_15.72_top30_avg_26.55,세대소독알려줘,세계 소독 알려 줘,2.85,1,14.29
320,modelhouse_3m_results_15.72_top30_avg_26.55,세대소독알려줘,세대소업 알려줘,2.91,1,14.29
288,modelhouse_2m_results_8.51_top30_avg_14.48,근처우리동네주유소휘발유평균가격이어때?,근처 우리 동네 주유소 휘 발 평균 가격이 안돼,5.25,2,15.79
22,007_results_5.76_top30_avg_53.38,제가개월수를,내가 개월 수를,2.2,1,16.67
237,eval_other_p_results_9.54_top30_avg_69.09,근데사려야지시야가없으면,근데 사려야지 시약 없으면,1.85,1,16.67
247,modelhouse_2m_noheater_results_3.59_top30_avg_6.10,이번달에관리비얼마나썼니?,이번 달에 관리비 얼마나 었니 으,3.8,2,16.67
289,modelhouse_2m_results_8.51_top30_avg_14.48,이번달에관리비얼마나썼니?,이번 달에 관리비 얼마나 썼어 음,3.93,2,16.67
101,012_results_4.86_top30_avg_37.73,그럼한자성어교교재도같이추가해주세요그럼추가금얼마정도발생하나요,럼 한자 성 교재도 같이 추가해주세럼 추가금이 얼마 정도 발생하나요,4.75,2,18.75
134,7F_HJY_results_9.27_top30_avg_26.95,이십오년십이월전기세는얼마나왔어?,이십 오년 십이월 정기세드 얼마 나 어,4.0,2,18.75
142,7F_HJY_results_9.27_top30_avg_26.95,대전카페거리까지가장빠른길알려줘,대전 카페거리까지 가장 빠르게 알려,3.84,2,18.75
97,012_results_4.86_top30_avg_37.73,그때는이제,그때는 이제 그,1.24,1,20.0
130,7F_HJY_results_9.27_top30_avg_26.95,이번주소독안내있었나?,이번 주 소독 안 돼 있었나  오,3.26,2,20.0
140,7F_HJY_results_9.27_top30_avg_26.95,관리사무소번호가뭐지?,어리사무소 번호가 뭐지  오,3.1,2,20.0
141,7F_HJY_results_9.27_top30_avg_26.95,아니괜찮아,아니 괜찮아응,2.56,1,20.0
217,eval_other_p_results_9.54_top30_avg_69.09,백오만원에,백 오만 원에 음,0.84,1,20.0
317,modelhouse_3m_results_15.72_top30_avg_26.55,근처우리동네주유소휘발유평균가격이어때?,근처 우리 동네 주유소 일 호  중 평균 가격이 어때 에,5.88,3,21.05
115,012_results_4.86_top30_avg_37.73,시험칠때책보면서하면안되겠죠,시험 절 때 책 보면서 하면 안 되겠죠 할세,2.15,1,21.43
268,modelhouse_2m_noheater_results_3.59_top30_avg_6.10,나지금외출해엘리베이터불러줘,나 지금 외출해 엘레베이터 불 죠 음,4.06,2,21.43
328,modelhouse_3m_results_15.72_top30_avg_26.55,나지금외출해엘리베이터불러줘,나 지금 외출해 엘리베이터 불 맞어 네,4.19,2,21.43
136,7F_HJY_results_9.27_top30_avg_26.95,지난공지사항알려줘,지단 공지사항 알려 줘  음,3.13,2,22.22
161,7F_KSK_results_2.66_top30_avg_9.59,양자세션브리핑해줘,양자 세션 브리핑해 줘  오즈,2.32,1,22.22
245,modelhouse_2m_noheater_results_3.59_top30_avg_6.10,칠월오일공지알려줘,칠월 오 일 공제 알려 줘 음,3.35,2,22.22
273,modelhouse_2m_results_8.51_top30_avg_14.48,칠월오일공지알려줘,칠월 오 일 금지 알려 줘 음,3.36,2,22.22
308,modelhouse_3m_results_15.72_top30_avg_26.55,칠월오일공지알려줘,칠 월 오 일 본지 알려 줘 둘,3.35,2,22.22
32,009_results_9.97_top30_avg_61.27,안가지요,한 가지요,1.12,1,25.0
41,009_results_9.97_top30_avg_61.27,한사십년,한 사십년 어,1.73,1,25.0
122,7F_HJY_results_9.27_top30_avg_26.95,대전엑스포아쿠아리움가는길알려줘,대전에스포 아쿠하리 가는 길 알려 줘 음,3.68,2,25.0
132,7F_HJY_results_9.27_top30_avg_26.95,문열어줘,문 열어,2.52,1,25.0
133,7F_HJY_results_9.27_top30_avg_26.95,응닫아줘,문 닫아 줘,2.65,1,25.0
180,eval_clean_p_results_10.07_top30_avg_91.39,열여덟번,열여덟 번 음,0.8,1,25.0
209,eval_clean_p_results_10.07_top30_avg_91.39,어그래서,호  그래서,1.16,1,25.0
269,modelhouse_2m_noheater_results_3.59_top30_avg_6.10,이번달에관리비얼마나썼니?,이번 달에 관리비 얼마나  있었니 음,3.64,2,25.0
276,modelhouse_2m_results_8.51_top30_avg_14.48,응닫아줘,문 닫아 줘,2.62,1,25.0
293,modelhouse_2m_results_8.51_top30_avg_14.48,뭔데?해줘.,먼데 해 줘,2.81,1,25.0
307,modelhouse_3m_results_15.72_top30_avg_26.55,이번달에관리비얼마나썼니?,이번 달 걸리비 얼마나 썼니 둘,3.54,2,25.0
312,modelhouse_3m_results_15.72_top30_avg_26.55,뭔데?해줘.,왔데 해줘,2.88,1,25.0
103,012_results_4.86_top30_avg_37.73,그러면백원짜리물건있나요오만원채우게요,그러면 병원짜리 비원 있나요 오만 원 채우이에요,2.27,1,26.32
162,7F_KSK_results_2.66_top30_avg_9.59,근처우리동네주유소휘발유평균가격이어때?,근처 오리 동네 중유소 휘발 그리고 평균 가격이 어때,4.08,2,26.32
124,7F_HJY_results_9.27_top30_avg_26.95,관리사무소전화번호뭐야?,동사무소 전화번호 뭐야 음,3.13,2,27.27
166,7F_KSK_results_2.66_top30_avg_9.59,성심당가는데얼마나걸려?,성심당 가 는데 얼마나 걸려포나요,1.91,1,27.27
167,7F_KSK_results_2.66_top30_avg_9.59,고급휘발유파는곳알려줘,고급 휘발유 파는 곳 알려줘 오늘줘,2.13,1,27.27
6,007_results_5.76_top30_avg_53.38,화학인문특강을,화학문 특성을,3.42,2,28.57
156,7F_KSK_results_2.66_top30_avg_9.59,가스밸브잠궜나?,가스 밸브 잠갔나 따,2.14,1,28.57
158,7F_KSK_results_2.66_top30_avg_9.59,긴급한상황이야,긴급한 상황이요 어,2.0,1,28.57
244,modelhouse_2m_noheater_results_3.59_top30_avg_6.10,세대소독알려줘,최대소독 알려 줘 에,3.01,2,28.57
309,modelhouse_3m_results_15.72_top30_avg_26.55,화면이너무밝아,화면이 너무 밝아어요,2.5,1,28.57
239,eval_other_p_results_9.54_top30_avg_69.09,일학일학이어디야이학이학이학그구카페만한그크기가다이게술로꽉차있었던말이야,일 학 일 학 뭐죠 이 학 이학 이야 구급 카페만한 그 크기가 다 이제술날 꽉 차있 있었단 말이야,7.29,3,29.73
13,007_results_5.76_top30_avg_53.38,네그냥저희가오랫동안,네 그냥 저희가 오래,1.93,1,30.0
129,7F_HJY_results_9.27_top30_avg_26.95,본가가는데얼마나걸려?,본사하는데 얼마나 걸려 오,3.2,2,30.0
137,7F_HJY_results_9.27_top30_avg_26.95,올해일월난방비알려줘,올해 일 요난방 때 알려 줘 음,3.32,2,30.0
153,7F_KSK_results_2.66_top30_avg_9.59,본가가는데얼마나걸려?,본가 가 는데 얼마나 걸려서까요,1.8,1,30.0
174,7F_KSK_results_2.66_top30_avg_9.59,관리사무소번호알려줘,관리사무소 번호 알려줘 거나요,1.62,1,30.0
106,012_results_4.86_top30_avg_37.73,에팔기전부터전부다하셨나요,네 탈도 전부 전부 다 하셨나요,2.23,1,30.77
57,009_results_9.97_top30_avg_61.27,마음에서우러나와서교실에들어와라이거야,암에서 우러나와서 교실이 들어와라,2.36,1,31.58
19,007_results_5.76_top30_avg_53.38,피디에프론못받나요,씨디에프는 못 봤나요,2.24,1,33.33
99,012_results_4.86_top30_avg_37.73,산낙지샀는데산낙지가죽어서왔더라고요,한달 샀는데 산낙지가 주워서 왔더라요,2.75,1,33.33
107,012_results_4.86_top30_avg_37.73,하루정도소요됩니다,하루 정도 줘야 됩니다 음,1.21,1,33.33
127,7F_HJY_results_9.27_top30_avg_26.95,응아니두단계낮춰줘,응 아예 두 도계 낮춰 줘 음,3.51,2,33.33
135,7F_HJY_results_9.27_top30_avg_26.95,양자세션브리핑해줘,양자 세 시간 브리핑해 줘  음,3.36,2,33.33
144,7F_HJY_results_9.27_top30_avg_26.95,가스밸브한시간뒤에닫아줘,마스 밸브 한 시간 뒤에다놔 줘 음,3.51,2,33.33
155,7F_KSK_results_2.66_top30_avg_9.59,응급상황이야,응급상황이요 맞,2.05,1,33.33
176,7F_KSK_results_2.66_top30_avg_9.59,살려줘,살려줘 어,2.06,1,33.33
191,eval_clean_p_results_10.07_top30_avg_91.39,서부는,서부는 음,0.6,1,33.33
218,eval_other_p_results_9.54_top30_avg_69.09,그래괜한걸물,그래 괜한 거,1.68,1,33.33
219,eval_other_p_results_9.54_top30_avg_69.09,야배타고갔어,야 배 타고 왔어 음,1.01,1,33.33
222,eval_other_p_results_9.54_top30_avg_69.09,연출도,연주도,0.58,1,33.33
272,modelhouse_2m_results_8.51_top30_avg_14.48,오늘경제뉴스알려줘,모든 경제 뉴스 알려 줘 둘,3.33,2,33.33
304,modelhouse_3m_results_15.72_top30_avg_26.55,칠월오일공지알려줘,칠 월 오 일프인지 알려 줘 에,3.35,2,33.33
322,modelhouse_3m_results_15.72_top30_avg_26.55,소리가너무커줄여줘,소리가 나도 커 줄여 줘 우,3.26,2,33.33
55,009_results_9.97_top30_avg_61.27,천잰데천잰데농땡이에요,농땡치 천잔데 농땡이에요,2.93,1,36.36
46,009_results_9.97_top30_avg_61.27,어릴때습작때그몽땅연필쓰던버릇이거든요,이 때 습작 때 그 몽땅 연필 쓰던 버릇 그런 수 있대,3.23,2,36.84
91,012_results_4.86_top30_avg_37.73,그러면백원짜리물건있나요오만원채우게요,그 백 원짜리 그거 있나요 오만 원짜이요,2.97,1,36.84
108,012_results_4.86_top30_avg_37.73,돌아서면까먹긴한데들었을때는재밌습니다,돌아서보 까먹긴 한데들을으실 땐 재밌습니다 어세,2.54,1,36.84
280,modelhouse_2m_results_8.51_top30_avg_14.48,근처우리동네주유소휘발유평균가격이어때?,근처 우리 동네네 줄여서 휘 추휘발료 평균 가격이 어때,5.41,2,36.84
112,012_results_4.86_top30_avg_37.73,너무문의를많이드린거같네요친절하게답해주셔서감사합니다,너무 문의를 많이 든 거 같네요 통절로에  바쁜 주 감사합니다 음,3.58,2,37.04
303,modelhouse_3m_results_15.72_top30_avg_26.55,살려줘도와줘비상,살짝 좀 도와줘 비상으,3.54,2,37.5
102,012_results_4.86_top30_avg_37.73,너무늦어요명백히지금학습지회사잘못인데더빨리처리는안되는건가요,너무 늦어요 오 비히 지학 학습치 회사 잘못인데 더 빨리 손는 안 될라 먹어요요둘,5.53,3,38.71
113,012_results_4.86_top30_avg_37.73,빨리확인해주세요제가그리고간절기에입는제품이라고했는데이거재질이뭔가요스판덱스는돼야하는데적어도인견은아닌거같죠,빨리주세요 제가 그리고 이거 감절기에 있는 제품이라고 봤는데 이거 재질가요  한색스 해야 되는데 적거도 인계은 안 익겼죠,9.7,4,39.29
116,012_results_4.86_top30_avg_37.73,그럼천원짜리덧신추가해서구매하면묶음배송같이되나요포인트도오퍼센트적립되고요,그 카운파이 머신 추가해서 구매 왜하면 적금 배송 같이 내나요 포인트도 오 퍼센트,5.73,3,39.47
26,007_results_5.76_top30_avg_53.38,예예왔어요,네 왔어요,2.17,1,40.0
51,009_results_9.97_top30_avg_61.27,학생틀림없이떠들어요,학생 틀 못이도들요,2.0,1,40.0
96,012_results_4.86_top30_avg_37.73,제가시킨낙지는원산지가어딘가요,제가 시킨 낙지 원산지가 어디인가요꺼나요,2.07,1,40.0
98,012_results_4.86_top30_avg_37.73,네그렇지요,네 그렇죠,0.95,1,40.0
114,012_results_4.86_top30_avg_37.73,선택설치도하실것을권유드립니다,선택 설지도 하실 것을 견해드립니다 해주세,2.31,1,40.0
165,7F_KSK_results_2.66_top30_avg_9.59,화면조금더어둡게해줘,화면 조금 더 덥게 해줘얼여,1.6,1,40.0
178,7F_KSK_results_2.66_top30_avg_9.59,관리소전화번호말해줘,관리소 전화번호 말해 줘 어 알어요,1.72,1,40.0
179,7F_KSK_results_2.66_top30_avg_9.59,지난주공지사항말해줘,지난주 공지사항 말해 좀 보주세,1.9,1,40.0
186,eval_clean_p_results_10.07_top30_avg_91.39,응그건그래,그 그래,0.59,1,40.0
279,modelhouse_2m_results_8.51_top30_avg_14.48,알림음꺼줘,알리은 꺼 줘,2.56,1,40.0
118,012_results_4.86_top30_avg_37.73,무료배송을취소하고배송비낼테니까오퍼센트적립으로되나요,무료배송원 시소업이 배상비 늘슷하니까에 오 퍼센트 적립도 되나요,3.75,2,40.74
43,009_results_9.97_top30_avg_61.27,다섯살입학해서열일곱살에졸업합니다,다섯 살이 파에서 열 일곱 살이 돌아갑니다,2.49,1,41.18
326,modelhouse_3m_results_15.72_top30_avg_26.55,이번달에관리비얼마나썼니?,이번 달에 갈 일이 얼마나 적니 음,3.64,2,41.67
20,007_results_5.76_top30_avg_53.38,어제주문했어요,어제 주문디,2.3,1,42.86
21,007_results_5.76_top30_avg_53.38,근데요번에그그,너 요번에 그 저 그,2.45,1,42.86
39,009_results_9.97_top30_avg_61.27,오십유외지유하고삼십이립이요,오십 위의 지와하고 삼십일이 요 음,3.44,2,42.86
150,7F_KSK_results_2.66_top30_avg_9.59,엘베빨리불러줘,애들 빨리 불러 줘 애,1.26,1,42.86
232,eval_other_p_results_9.54_top30_avg_69.09,거기에스엠타운,어기 에으면타운,0.76,1,42.86
270,modelhouse_2m_results_8.51_top30_avg_14.48,세대소독알려줘,최대 순독 알려 줘 세,2.46,1,42.86
310,modelhouse_3m_results_15.72_top30_avg_26.55,세대소독알려줘,생계소독 알려줘 별,2.05,1,42.86
25,007_results_5.76_top30_avg_53.38,그냥웨일네이버앱에,그냥 나 네이버 얘기,2.47,1,44.44
49,009_results_9.97_top30_avg_61.27,돌파하기도했습니다,파하게됐습니다,1.39,1,44.44
95,012_results_4.86_top30_avg_37.73,처리해주너런당언한거고요그것보다저희카드번호도보인히개인정보인데해지하먼삭제해야거아닌가요,커리션는은 당연한 거고요고것 제가 저희 카드 번호도고유해 개인성공인데 해체하면 삭제하는 거 아가,8.0,3,44.44
228,eval_other_p_results_9.54_top30_avg_69.09,풀어헤치고있는다고,프라이치고 있는다가,1.4,1,44.44
236,eval_other_p_results_9.54_top30_avg_69.09,그래돌려막기야거기,그래 돌려먹 게우기,1.61,1,44.44
285,modelhouse_2m_results_8.51_top30_avg_14.48,지난공지사항알려줘,지난 복지 상황항 알려 줘 으,3.33,2,44.44
58,009_results_9.97_top30_avg_61.27,좀더극단으로표현할거면머리까지밟으려고그러죠,좀 더 극단적으로 표현할 그 머리까지 바라주자 음,3.44,2,45.45
143,7F_HJY_results_9.27_top30_avg_26.95,성심당가는데얼마나걸려?,송집 나 하는데 얼마나 걸려  음,3.26,2,45.45
56,009_results_9.97_top30_avg_61.27,초고이르케보니까삼십칠년그래서,초어 이렇게 보니까 삼십 칠,2.25,1,46.67
27,007_results_5.76_top30_avg_53.38,네이제우체국이훨씬빠른빠른거맞는거죠저아까빠르다고했잖아요,그데이터북 할 른 빠른 거 받는 거죠 그냥꼭 따르다고 했잖아요,5.38,2,48.28
8,007_results_5.76_top30_avg_53.38,월요일날시키면어쨌든우체국에서우체국에지금가있는거죠,우리지서 우체국에서 우 태구 지금 가 있는 거죠,4.36,2,50.0
9,007_results_5.76_top30_avg_53.38,감사합니다그렇게해주세요,다들 그렇게 해주세요 왜,2.34,1,50.0
